IT8.7/1
ORIGINATOR          "Monaco Acquisition Company"
DESCRIPTOR          "IT8.7/1 Reference Data File, 4x5 Ektachrome"
CREATED             "Tuesday, January 2, 2007"
MANUFACTURER        "Monaco Acquisition Company"
PROD_DATE           "2006:10"
SERIAL              "Batch Average Data"
MATERIAL            "Kodak Ektachrome Product Family"
NUMBER_OF_FIELDS          11
BEGIN_DATA_FORMAT
SAMPLE_ID           XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B   STDEV_X STDEV_Y STDEV_Z STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                      X       Y       Z       L       A       B     SD_X    SD_Y    SD_Z   SD_dE
B21                     9.06    4.48    7.30   25.18   49.73  -18.10    0.47    0.24    0.44    0.73
B22                    27.97   25.45    2.09   57.49   14.11   68.03    1.42    1.36    0.10    1.10
C01                     5.80    5.66    3.12   28.53    3.89    9.69    0.28    0.28    0.19    0.38
C02                     6.23    5.72    1.91   28.68    7.96   20.08    0.29    0.27    0.11    0.38
C03                     6.74    5.78    1.07   28.85   12.62   30.40    0.27    0.24    0.05    0.38
C04                     7.23    5.86    0.66   29.05   16.58   37.63    0.29    0.24    0.03    0.41
C05                    20.98   20.17   10.65   52.02    7.50   16.23    0.94    0.92    0.62    0.60
C06                    22.84   20.33    5.72   52.19   15.38   35.45    0.94    0.86    0.31    0.54
C07                    25.47   20.84    2.66   52.76   24.38   54.91    1.00    0.85    0.13    0.60
C08                    28.61   21.96    1.48   53.98   31.84   68.34    0.89    0.79    0.07    0.54
C09                    35.74   35.69   25.08   66.26    4.52    7.41    1.68    1.77    1.49    0.84
C10                    36.63   35.72   20.66   66.29    7.35   15.88    1.65    1.73    1.19    0.75
C11                    39.30   36.87   17.28   67.16   12.20   24.67    1.52    1.59    0.91    0.68
C12                    41.46   37.76   14.99   67.83   16.01   31.30    1.36    1.51    0.77    0.73
C13                    47.83   54.92   49.19   78.99  -13.66   -4.53    1.52    1.71    1.57    0.43
C14                    48.98   44.56   43.21   72.58   17.08   -8.44    1.76    1.87    1.56    0.88
C15                    54.75   57.63   35.13   80.52   -2.05   16.01    1.80    1.96    1.73    0.61
C16                    36.97   38.21   32.08   68.16    0.42   -0.83    1.69    1.83    1.60    0.78
C17                    46.00   42.38   31.87   71.11   15.15    4.59    1.79    1.87    1.59    0.85
C18                    45.47   53.23   36.84   78.00  -16.05    9.25    1.69    1.90    1.68    0.66
C19                    41.94   42.75   45.02   71.36    2.18  -12.77    1.99    2.20    1.72    1.13
C20                     6.12    9.11   15.72   36.18  -25.53  -25.08    0.37    0.54    0.93    0.72
C21                     5.51    2.74    4.82   18.98   41.76  -17.24    0.29    0.16    0.30    0.61
C22                    16.34   15.47    1.46   46.25    8.29   55.22    0.72    0.70    0.07    0.75
D01                     3.76    3.95    2.17   23.48   -0.67    8.67    0.18    0.19    0.13    0.32
D02                     3.74    3.97    1.34   23.56   -1.31   17.63    0.17    0.18    0.07    0.31
D03                     3.94    4.20    0.86   24.32   -1.53   25.87    0.16    0.17    0.04    0.34
D04                     4.17    4.35    0.69   24.79   -0.39   29.81    0.18    0.19    0.03    0.36
D05                    15.81   16.56    8.65   47.69   -0.92   15.53    0.72    0.76    0.50    0.56
D06                    15.85   16.66    4.54   47.82   -1.24   33.98    0.62    0.67    0.23    0.54
D07                    15.93   16.79    2.19   47.98   -1.51   50.66    0.65    0.72    0.10    0.62
D08                    16.48   17.20    1.65   48.50   -0.60   56.93    0.73    0.81    0.08    0.70
D09                    42.30   44.00   21.87   72.21   -0.37   23.66    1.84    2.07    1.23    0.87
D10                    42.44   44.41   12.53   72.48   -1.12   45.89    1.72    1.98    0.62    0.88
D11                    41.98   44.62    6.16   72.63   -3.11   68.60    1.62    1.86    0.29    0.88
D12                    41.83   44.09    3.59   72.27   -2.04   81.86    1.66    1.85    0.17    0.91
D13                    42.92   51.63   49.45   77.05  -19.36   -8.16    1.36    1.59    1.56    0.44
D14                    43.59   36.75   39.14   67.07   25.63  -12.72    1.51    1.47    1.43    0.71
D15                    55.52   58.92   28.62   81.24   -3.21   27.18    1.71    1.91    1.44    0.60
D16                    27.87   28.92   24.59   60.69   -0.02   -1.32    1.29    1.40    1.26    0.70
D17                    39.29   34.04   22.99   64.98   21.59    9.04    1.43    1.41    1.20    0.69
D18                    39.81   49.36   29.42   75.66  -22.81   16.27    1.48    1.73    1.54    0.63
D19                    32.71   33.00   41.81   64.14    3.22  -21.24    1.60    1.76    1.68    1.02
D20                     3.38    5.19    9.14   27.24  -22.79  -21.45    0.23    0.33    0.56    0.59
D21                     3.17    1.67    3.19   13.66   32.19  -16.47    0.17    0.10    0.22    0.60
D22                     8.94    8.75    1.07   35.50    4.30   41.81    0.38    0.38    0.06    0.53
E01                     5.14    5.84    3.27   28.99   -5.79    9.42    0.26    0.29    0.19    0.36
E02                     4.63    5.84    2.06   29.00  -12.25   19.17    0.21    0.27    0.11    0.40
E03                     4.33    5.92    1.28   29.19  -17.08   28.06    0.20    0.28    0.07    0.46
E04                     4.49    6.21    1.02   29.93  -18.05   32.91    0.21    0.29    0.06    0.50
E05                    22.34   25.48   14.19   57.52   -9.88   15.59    1.14    1.35    0.84    0.81
E06                    20.96   25.99    8.57   58.01  -18.40   33.61    1.00    1.32    0.47    0.90
E07                    18.73   25.97    4.57   57.98  -29.42   51.36    0.93    1.37    0.24    1.04
E08                    17.69   25.71    3.39   57.74  -33.82   58.16    0.85    1.27    0.16    0.95
E09                    40.25   43.65   29.20   71.97   -5.59   10.26    1.82    2.07    1.58    0.86
E10                    38.78   44.72   22.55   72.69  -13.26   23.17    1.66    1.99    1.18    0.85
E11                    37.28   45.52   18.24   73.22  -20.36   32.94    1.43    1.78    0.89    0.71
E12                    35.51   45.44   14.29   73.17  -26.00   42.30    1.24    1.55    0.66    0.58
E13                    39.11   49.04   49.63   75.47  -24.17  -11.10    1.17    1.40    1.44    0.44
E14                    38.43   29.99   35.85   61.63   33.29  -17.60    1.43    1.27    1.41    0.63
E15                    56.05   59.77   23.00   81.70   -3.87   37.86    1.71    1.92    1.17    0.57
E16                    19.61   20.40   17.02   52.27   -0.28   -0.42    0.90    0.96    0.85    0.53
E17                    33.85   27.27   16.34   59.21   28.48   13.14    1.04    0.97    0.81    0.61
E18                    36.09   46.95   23.86   74.15  -28.28   23.22    1.23    1.49    1.24    0.59
E19                    23.91   23.49   36.63   55.55    5.62  -29.16    1.11    1.18    1.54    0.75
E20                     1.34    2.10    3.81   15.99  -17.80  -16.54    0.11    0.15    0.25    0.47
E21                     1.40    0.82    1.59    7.41   21.09  -13.27    0.08    0.05    0.11    0.48
E22                     3.71    3.70    0.71   22.63    2.24   25.68    0.17    0.17    0.04    0.37
F01                     3.35    4.17    2.93   24.21  -10.19    3.60    0.17    0.21    0.17    0.35
F02                     2.78    4.25    2.56   24.46  -21.11    6.97    0.14    0.21    0.15    0.37
F03                     2.53    4.55    2.24   25.40  -29.89   11.31    0.14    0.23    0.12    0.39
F04                     2.33    4.55    2.05   25.40  -34.03   13.02    0.14    0.25    0.11    0.45
F05                    10.91   13.72    9.78   43.82  -16.04    4.93    0.52    0.65    0.54    0.65
F06                     8.50   13.28    7.94   43.16  -32.54   10.38    0.43    0.67    0.44    0.74
F07                     6.87   13.11    6.53   42.90  -46.71   15.72    0.40    0.76    0.36    0.93
F08                     6.83   13.02    6.47   42.77  -46.57   15.79    0.41    0.78    0.40    0.98
F09                    27.26   31.40   24.29   62.82  -11.69    2.91    1.30    1.58    1.38    0.96
F10                    24.79   31.94   21.49   63.27  -23.85    9.01    1.18    1.62    1.18    0.94
F11                    21.94   31.79   19.91   63.15  -35.97   11.99    0.99    1.47    1.06    0.84
F12                    20.76   32.81   18.04   63.99  -45.17   17.46    0.77    1.14    0.88    0.60
F13                    36.40   46.87   49.63   74.10  -27.02  -13.45    1.03    1.26    1.37    0.45
F14                    35.54   26.05   33.24   58.07   39.18  -19.95    1.19    1.00    1.35    0.53
F15                    55.35   58.63   18.48   81.08   -2.94   45.95    1.64    1.89    0.88    0.52
F16                    15.14   15.75   13.06   46.63   -0.28   -0.16    0.67    0.71    0.66    0.49
F17                    29.86   22.43   12.06   54.47   34.52   16.18    0.82    0.74    0.59    0.41
F18                    32.25   43.68   19.62   72.00  -32.30   27.86    1.17    1.47    1.01    0.58
F19                    18.80   18.02   32.64   49.50    7.55  -33.84    0.90    0.90    1.52    0.60
F20                     0.40    0.67    1.10    6.09  -10.09   -9.24    0.04    0.05    0.08    0.57
F21                     0.49    0.35    0.61    3.14    6.13   -6.05    0.04    0.03    0.04    0.38
F22                     1.15    1.18    0.34   10.40    0.49   11.49    0.06    0.07    0.03    0.30
G01                     2.37    2.86    2.52   19.49   -7.54   -1.32    0.12    0.14    0.15    0.30
G02                     2.02    2.82    2.68   19.30  -14.42   -2.95    0.10    0.14    0.16    0.36
G03                     1.84    3.06    3.00   20.26  -22.65   -3.68    0.10    0.15    0.17    0.37
G04                     1.74    3.20    3.18   20.81  -27.60   -4.04    0.11    0.18    0.19    0.41
G05                    11.41   13.92   12.55   44.11  -13.65   -3.07    0.51    0.61    0.69    0.69
G06                     9.16   13.45   13.24   43.42  -28.03   -6.19    0.42    0.61    0.70    0.76
G07                     7.98   13.85   14.09   44.00  -40.79   -7.46    0.44    0.77    0.77    0.91
G08                     7.60   13.32   13.87   43.22  -40.92   -8.22    0.43    0.75    0.82    0.91
G09                    27.56   31.57   28.00   62.97  -11.09   -3.30    1.35    1.63    1.60    0.79
G10                    25.95   33.02   29.88   64.16  -22.76   -4.31    1.21    1.61    1.52    0.75
G11                    22.41   31.85   30.09   63.20  -34.07   -6.28    1.06    1.51    1.57    0.75
G12                    21.58   33.32   31.53   64.41  -43.06   -6.46    0.80    1.11    1.48    0.68
G13                    33.31   44.18   49.23   72.34  -29.97  -16.04    0.97    1.21    1.34    0.44
G14                    31.83   21.80   30.07   53.81   44.64  -22.47    1.07    0.84    1.25    0.47
G15                    54.62   57.34   14.13   80.36   -1.65   55.10    1.57    1.86    0.65    0.63
G16                    10.31   10.75    8.84   39.14   -0.41    0.12    0.46    0.49    0.43    0.46
G17                    25.63   17.62    8.01   49.03   41.19   20.21    0.58    0.50    0.38    0.42
G18                    27.33   38.93   14.88   68.69  -36.66   33.05    1.01    1.37    0.71    0.59
G19                    13.89   12.98   29.08   42.72    8.96  -39.99    0.67    0.65    1.35    0.56
G20                    11.21    5.21    0.24   27.31   57.33   42.61    0.38    0.20    0.03    0.43
G21                    10.27   16.57    2.28   47.69  -37.63   49.39    0.57    0.94    0.11    1.04
G22                     2.42    1.58   11.69   13.10   20.83  -54.05    0.13    0.09    0.54    0.67
H01                     2.47    2.83    3.02   19.36   -5.10   -5.41    0.12    0.13    0.17    0.33
H02                     2.22    2.84    3.91   19.38  -10.27  -11.35    0.11    0.13    0.24    0.43
H03                     1.99    2.85    5.00   19.44  -15.61  -17.39    0.11    0.14    0.30    0.52
H04                     1.65    2.56    5.87   18.16  -18.36  -23.95    0.10    0.14    0.35    0.60
H05                     9.30   10.79   12.17   39.22   -8.74  -10.43    0.41    0.46    0.67    0.67
H06                     8.13   10.55   15.23   38.80  -16.97  -19.34    0.37    0.45    0.82    0.71
H07                     7.32   10.62   19.29   38.92  -25.06  -28.48    0.36    0.51    0.95    0.75
H08                     6.53    9.55   20.02   37.00  -24.74  -33.32    0.35    0.50    1.02    0.78
H09                    29.07   31.29   30.53   62.73   -4.17   -7.78    1.38    1.55    1.61    0.74
H10                    27.73   31.36   33.77   62.79   -9.66  -12.59    1.26    1.52    1.56    0.81
H11                    27.06   31.71   38.28   63.08  -13.57  -18.43    1.30    1.66    1.64    0.90
H12                    25.90   31.42   41.68   62.84  -17.27  -23.32    1.21    1.64    1.56    1.07
H13                    31.26   42.42   49.02   71.15  -32.18  -17.85    0.92    1.16    1.30    0.46
H14                    28.20   17.95   26.63   49.42   49.85  -24.35    0.97    0.70    1.19    0.52
H15                    54.49   56.91   11.05   80.12   -0.97   63.43    1.53    1.83    0.51    0.64
H16                     6.64    6.91    5.63   31.59   -0.25    0.35    0.33    0.35    0.29    0.45
H17                    22.32   14.10    5.10   44.38   46.75   25.06    0.45    0.36    0.25    0.39
H18                    24.64   36.23   11.64   66.68  -39.14   38.47    0.93    1.30    0.57    0.62
H19                    10.45    9.42   26.37   36.77   10.89  -45.71    0.51    0.46    1.24    0.60
H20                     9.37    4.32    0.26   24.69   54.43   37.76    0.44    0.22    0.03    0.67
H21                     7.19   11.96    1.80   41.13  -35.84   42.60    0.42    0.71    0.09    0.97
H22                     1.53    0.88    7.76    7.95   22.45  -49.62    0.09    0.07    0.42    0.59
I01                     4.06    4.15    6.11   24.15    0.77  -14.72    0.21    0.21    0.35    0.48
I02                     4.25    4.25    9.68   24.48    2.11  -28.07    0.21    0.21    0.54    0.63
I03                     4.33    4.25   14.58   24.47    3.27  -42.40    0.21    0.20    0.73    0.70
I04                     4.30    4.13   18.26   24.08    4.56  -51.83    0.20    0.19    0.78    0.61
I05                    13.66   14.02   15.27   44.25    0.90  -10.06    0.58    0.59    0.80    0.69
I06                    13.63   13.85   20.23   44.01    1.72  -21.67    0.58    0.58    1.04    0.75
I07                    13.60   13.69   25.52   43.78    2.58  -32.15    0.62    0.62    1.19    0.62
I08                    13.72   13.66   31.25   43.73    3.53  -41.69    0.55    0.57    1.13    0.54
I09                    30.37   31.11   31.10   62.58    1.41   -8.94    1.40    1.49    1.52    0.80
I10                    30.20   30.75   34.31   62.28    2.07  -14.27    1.36    1.46    1.49    0.75
I11                    30.89   31.39   39.03   62.82    2.34  -19.90    1.42    1.57    1.55    0.87
I12                    30.80   31.32   41.57   62.76    2.23  -23.32    1.39    1.58    1.49    0.96
I13                    29.19   40.36   48.45   69.72  -33.78  -19.67    0.87    1.13    1.33    0.44
I14                    25.50   15.23   23.64   45.94   53.94  -25.03    0.85    0.57    1.09    0.58
I15                    53.42   55.19    8.67   79.14    0.54   69.67    1.55    1.87    0.40    0.72
I16                     3.77    3.95    3.22   23.49   -0.48    0.27    0.20    0.21    0.17    0.37
I17                    19.55   11.43    3.11   40.30   51.06   30.03    0.38    0.28    0.16    0.35
I18                    21.07   32.06    8.91   63.38  -41.03   41.67    0.85    1.26    0.41    0.70
I19                     7.67    6.60   22.97   30.87   12.95  -49.74    0.36    0.31    1.05    0.60
I20                     5.48    2.58    0.22   18.27   44.46   27.38    0.26    0.13    0.03    0.58
I21                     4.76    7.99    1.45   33.94  -31.91   34.12    0.25    0.42    0.07    0.68
I22                     1.10    0.63    5.56    5.72   18.91  -43.90    0.07    0.06    0.33    0.60
J01                     1.23    1.01    2.12    9.03    9.00  -15.84    0.08    0.08    0.16    0.36
J02                     1.57    1.06    4.44    9.43   17.07  -31.65    0.09    0.07    0.28    0.52
J03                     1.81    1.04    7.29    9.34   23.68  -45.35    0.10    0.06    0.40    0.55
J04                     1.91    1.12    8.30    9.94   23.52  -48.25    0.11    0.07    0.46    0.63
J05                     8.52    8.10    9.76   34.18    6.32  -11.61    0.40    0.37    0.56    0.61
J06                     9.24    8.05   13.88   34.09   12.83  -24.01    0.42    0.37    0.74    0.66
J07                     9.86    7.82   18.60   33.59   20.01  -36.18    0.44    0.34    0.87    0.58
J08                    10.54    8.03   22.74   34.04   23.38  -43.85    0.48    0.36    1.03    0.59
J09                    25.56   25.37   25.43   57.41    4.67   -8.46    1.18    1.20    1.32    0.84
J10                    26.38   25.41   28.99   57.46    7.89  -14.42    1.20    1.20    1.34    0.73
J11                    27.22   25.47   33.29   57.51   11.09  -21.01    1.22    1.19    1.43    0.69
J12                    27.84   25.51   36.56   57.55   13.37  -25.62    1.23    1.21    1.41    0.73
J13                    27.14   38.15   47.78   68.12  -34.96  -21.63    0.85    1.15    1.25    0.51
J14                    22.92   12.90   20.98   42.61   57.08  -25.63    0.72    0.44    0.95    0.63
J15                    51.96   52.38    6.48   77.50    3.84   75.59    1.46    1.79    0.28    0.82
J16                     1.91    2.00    1.64   15.48   -0.47    0.13    0.11    0.11    0.08    0.30
J17                    16.55    8.83    1.54   35.64   55.25   36.03    0.30    0.20    0.07    0.24
J18                    17.57   27.63    6.33   59.54  -42.19   45.29    0.77    1.20    0.28    0.80
J19                     5.36    4.30   19.32   24.63   15.63  -53.19    0.24    0.19    0.84    0.61
J20                     3.18    1.58    0.22   13.13   34.81   18.56    0.14    0.08    0.02    0.46
J21                     2.65    4.53    1.03   25.35  -27.43   24.94    0.15    0.24    0.05    0.52
J22                     0.72    0.43    3.55    3.85   12.31  -35.84    0.05    0.04    0.23    0.69
K01                     2.07    1.70    2.17   13.83   10.31   -8.05    0.10    0.08    0.12    0.36
K02                     2.66    1.72    3.25   13.94   22.07  -16.41    0.13    0.08    0.20    0.53
K03                     3.30    1.75    4.45   14.08   32.70  -23.69    0.16    0.08    0.26    0.60
K04                     3.72    1.91    5.24   14.98   35.46  -26.36    0.17    0.08    0.29    0.63
K05                     7.17    6.00    7.26   29.40   14.52  -10.65    0.31    0.26    0.41    0.58
K06                     8.75    5.98   10.04   29.34   29.25  -20.91    0.36    0.24    0.51    0.66
K07                     9.90    5.69   12.89   28.61   41.78  -30.76    0.41    0.23    0.61    0.65
K08                    10.98    6.09   15.37   29.63   45.59  -35.51    0.45    0.24    0.73    0.67
K09                    22.31   20.92   21.44   52.85   10.13   -8.86    0.97    0.93    1.07    0.73
K10                    24.76   21.39   25.17   53.36   18.78  -15.02    1.10    0.97    1.19    0.66
K11                    27.23   21.26   29.19   53.22   29.63  -22.06    1.16    0.93    1.23    0.54
K12                    29.80   21.95   32.41   53.96   36.42  -25.81    1.21    0.94    1.25    0.56
K13                    24.78   35.50   46.84   66.13  -36.15  -23.98    0.82    1.15    1.22    0.54
K14                    21.04   11.35   18.58   40.15   58.93  -24.81    0.65    0.38    0.83    0.65
K15                    50.25   49.86    4.80   75.97    5.93   81.11    1.45    1.75    0.20    0.90
K16                     0.72    0.78    0.65    7.02   -1.10   -0.26    0.08    0.07    0.03    0.41
K17                    13.36    6.59    0.69   30.84   56.80   40.18    0.35    0.20    0.03    0.26
K18                    14.30   23.10    4.50   55.15  -42.07   46.86    0.70    1.14    0.19    0.99
K19                     3.79    2.78   15.91   19.12   18.54  -54.97    0.17    0.13    0.68    0.63
K20                     1.53    0.81    0.19    7.35   25.01    9.10    0.07    0.04    0.02    0.39
K21                     1.18    2.04    0.63   15.69  -21.42   15.16    0.08    0.11    0.03    0.43
K22                     0.37    0.26    1.72    2.37    4.75  -23.32    0.02    0.02    0.10    0.45
L01                     2.03    1.72    1.63   13.94    8.99   -2.45    0.10    0.09    0.09    0.30
L02                     2.53    1.66    1.76   13.60   20.90   -4.40    0.13    0.08    0.11    0.42
L03                     3.11    1.69    1.98   13.77   30.80   -6.33    0.16    0.09    0.13    0.49
L04                     3.52    1.75    2.08   14.13   36.00   -6.64    0.16    0.08    0.14    0.52
L05                     7.43    6.06    5.68   29.56   16.39   -3.39    0.33    0.26    0.35    0.59
L06                     8.90    5.81    6.20   28.93   32.27   -6.87    0.36    0.23    0.36    0.66
L07                    10.80    5.78    6.73   28.83   47.74   -9.41    0.44    0.23    0.35    0.63
L08                    12.29    5.75    6.69   28.77   58.61   -9.35    0.44    0.21    0.34    0.62
L09                    21.96   20.64   18.65   52.54    9.86   -3.63    0.94    0.90    0.94    0.75
L10                    25.41   21.43   20.20   53.40   21.35   -5.43    1.05    0.90    0.93    0.65
L11                    28.36   21.71   20.87   53.70   32.02   -6.27    1.10    0.88    0.96    0.67
L12                    31.17   21.97   21.57   53.99   41.46   -7.18    0.77    0.69    1.02    0.67
L13                    21.62   31.53   44.67   62.94  -36.53  -26.88    0.79    1.19    1.30    0.81
L14                    19.20    9.97   16.42   37.78   60.13  -23.99    0.59    0.32    0.75    0.70
L15                    49.67   48.33    3.87   75.02    8.47   84.81    1.32    1.65    0.16    0.91
L16                     0.20    0.22    0.22    2.01   -0.50   -0.65    0.05    0.05    0.02    0.27
L17                    11.05    5.14    0.27   27.12   57.00   41.74    0.36    0.19    0.02    0.40
L18                    11.43   19.05    3.11   50.73  -42.04   48.00    0.60    1.01    0.14    1.03
L19                     2.55    1.68   12.52   13.73   20.71  -55.39    0.12    0.08    0.53    0.55
L20                     0.51    0.33    0.21    3.00    7.71    1.28    0.03    0.02    0.02    0.22
L21                     0.40    0.69    0.41    6.25  -10.92    3.13    0.03    0.05    0.02    0.33
L22                     0.20    0.20    0.60    1.81    0.20   -8.26    0.02    0.02    0.04    0.26
Dmin                   63.37   65.02   50.57   84.47    1.57    3.40    2.74    2.89    2.52    0.68
GS01                   55.57   57.52   48.21   80.44    0.28   -0.86    2.63    2.85    2.30    0.83
GS02                   48.88   50.73   42.90   76.49   -0.08   -1.30    2.40    2.61    2.22    0.84
GS03                   42.31   43.65   36.93   71.96    0.68   -1.27    2.17    2.35    1.94    0.90
GS04                   35.79   36.96   31.58   67.22    0.55   -1.68    1.89    2.05    1.70    0.88
GS05                   30.90   31.86   27.33   63.21    0.68   -1.77    1.60    1.72    1.54    0.86
GS06                   26.38   27.22   23.67   59.16    0.55   -2.26    1.30    1.40    1.26    0.75
GS07                   21.95   22.71   19.47   54.76    0.22   -1.55    1.09    1.16    1.07    0.67
GS08                   18.67   19.43   16.39   51.18   -0.34   -0.84    0.83    0.89    0.78    0.61
GS09                   16.16   16.80   14.20   47.99   -0.21   -0.89    0.71    0.75    0.69    0.58
GS10                   13.71   14.17   12.01   44.46    0.33   -0.94    0.56    0.60    0.55    0.59
GS11                   11.26   11.72    9.81   40.76   -0.30   -0.47    0.46    0.49    0.43    0.59
GS12                    9.08    9.46    8.01   36.85   -0.33   -0.77    0.36    0.38    0.34    0.50
GS13                    7.20    7.46    6.37   32.83    0.06   -0.97    0.30    0.31    0.28    0.56
GS14                    5.65    5.88    4.88   29.10   -0.25   -0.15    0.24    0.25    0.22    0.48
GS15                    4.15    4.31    3.68   24.68   -0.11   -0.74    0.17    0.18    0.17    0.36
GS16                    3.01    3.18    2.73   20.73   -0.88   -0.87    0.12    0.13    0.13    0.34
GS17                    2.14    2.24    1.91   16.68   -0.40   -0.66    0.09    0.09    0.09    0.29
GS18                    1.47    1.54    1.30   12.86   -0.47   -0.32    0.06    0.06    0.06    0.26
GS19                    0.90    0.97    0.85    8.77   -1.38   -0.73    0.05    0.05    0.04    0.22
GS20                    0.40    0.44    0.45    3.96   -0.76   -1.69    0.03    0.03    0.02    0.14
GS21                    0.21    0.24    0.27    2.17   -0.80   -1.37    0.02    0.02    0.02    0.10
GS22                    0.12    0.14    0.14    1.24   -0.45   -0.52    0.01    0.01    0.01    0.06
Dmax                    0.09    0.10    0.09    0.88   -0.21   -0.10    0.01    0.01    0.01    0.07
END_DATA
