IT8.7/1
ORIGINATOR          "X-Rite, Inc."
DESCRIPTOR          "IT8.7/1 Reference Data File, 4x5 Ektachrome"
CREATED             "Sunday, February 19, 2006"
MANUFACTURER        "X-Rite, Inc."
PROD_DATE           "2006:01"
SERIAL              "Batch Average Data"
MATERIAL            "Kodak Ektachrome Product Family"
NUMBER_OF_FIELDS          11
BEGIN_DATA_FORMAT
SAMPLE_ID           XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B   STDEV_X STDEV_Y STDEV_Z STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                      X       Y       Z       L       A       B     SD_X    SD_Y    SD_Z   SD_dE
F07                     7.15   13.60    6.86   43.65  -47.08   15.63    0.32    0.54    0.51    0.52
F08                     7.10   13.50    6.80   43.49  -46.94   15.60    0.35    0.59    0.52    0.56
F09                    26.29   30.04   24.18   61.68  -10.65    1.16    1.25    1.34    1.79    0.89
F10                    23.89   30.74   21.92   62.27  -23.40    6.45    1.02    1.21    1.40    0.75
F11                    21.86   31.61   20.36   63.01  -35.72   10.85    0.98    1.27    1.36    0.72
F12                    19.44   31.31   18.74   62.76  -46.30   13.84    0.78    1.05    1.31    0.79
F13                    35.78   46.70   49.29   73.99  -28.59  -13.26    1.03    1.21    1.27    0.45
F14                    35.07   25.48   32.04   57.53   39.91  -19.09    1.07    0.87    1.39    0.54
F15                    55.34   58.95   19.09   81.26   -3.74   44.95    1.78    1.90    1.17    0.66
F16                    14.26   14.73   12.72   45.25    0.34   -1.59    0.60    0.58    0.77    0.58
F17                    29.36   21.77   12.02   53.77   35.60   15.10    0.71    0.61    0.70    0.55
F18                    31.89   43.66   20.33   71.99  -33.56   26.39    1.01    1.23    1.07    0.61
F19                    18.39   17.54   32.56   48.93    7.92  -34.72    0.76    0.70    1.24    0.53
F20                     0.43    0.68    1.11    6.13   -9.08   -9.35    0.04    0.05    0.08    0.35
F21                     0.49    0.36    0.65    3.27    5.79   -6.55    0.03    0.03    0.05    0.32
F22                     1.06    1.09    0.36    9.68    0.30    9.83    0.05    0.05    0.03    0.24
G01                     2.09    2.51    2.47   17.94   -6.89   -3.51    0.10    0.12    0.16    0.36
G02                     1.88    2.59    2.63   18.30  -13.39   -4.22    0.10    0.14    0.20    0.47
G03                     1.70    2.77    2.89   19.07  -21.11   -4.94    0.10    0.15    0.22    0.46
G04                     1.63    2.96    3.01   19.86  -26.38   -4.47    0.12    0.19    0.27    0.48
G05                    10.70   13.08   12.62   42.86  -13.54   -5.38    0.55    0.61    1.01    0.83
G06                     8.87   13.08   13.71   42.86  -28.08   -8.38    0.52    0.66    1.10    0.88
G07                     7.57   13.16   14.13   43.00  -40.27   -9.27    0.41    0.59    1.07    0.86
G08                     6.80   12.10   13.81   41.36  -40.72  -11.26    0.38    0.55    1.05    0.79
G09                    26.93   30.57   28.36   62.13   -9.98   -5.32    1.26    1.35    1.91    0.86
G10                    24.95   31.59   30.22   62.99  -21.93   -6.84    1.13    1.32    1.78    0.78
G11                    22.60   32.25   31.10   63.54  -34.62   -7.27    1.03    1.27    1.89    0.82
G12                    20.28   32.06   31.74   63.38  -44.86   -8.53    0.82    1.02    1.81    0.90
G13                    32.89   43.98   49.12   72.21  -30.91  -16.13    1.02    1.22    1.23    0.50
G14                    30.96   20.98   28.58   52.91   45.31  -21.61    0.91    0.68    1.23    0.52
G15                    55.36   58.23   15.33   80.86   -1.97   52.93    1.66    1.80    0.85    0.64
G16                     9.77   10.06    8.81   37.94    0.59   -1.85    0.43    0.42    0.54    0.51
G17                    25.61   17.38    8.23   48.73   42.37   18.91    0.50    0.44    0.53    0.58
G18                    27.39   39.29   15.96   68.96  -37.53   30.84    0.94    1.20    0.84    0.56
G19                    13.38   12.40   28.08   41.84    9.51  -39.88    0.59    0.54    1.13    0.56
G20                    11.78    5.54    0.32   28.22   57.47   42.68    0.29    0.16    0.04    0.33
G21                     9.61   15.65    2.25   46.50  -37.65   47.57    0.39    0.61    0.09    0.71
G22                     2.31    1.47   11.30   12.41   21.63  -54.08    0.12    0.08    0.52    0.59
H01                     2.19    2.51    2.99   17.94   -4.77   -7.60    0.10    0.11    0.20    0.37
H02                     2.05    2.59    3.87   18.29   -9.30  -12.93    0.12    0.14    0.31    0.54
H03                     1.91    2.64    5.01   18.52  -13.66  -19.05    0.13    0.15    0.39    0.57
H04                     1.91    2.87    6.08   19.51  -17.96  -22.56    0.15    0.19    0.52    0.65
H05                     8.73   10.14   12.18   38.08   -8.68  -12.36    0.47    0.50    1.00    0.80
H06                     7.71    9.94   15.12   37.72  -16.20  -20.91    0.44    0.49    1.13    0.81
H07                     7.16   10.25   19.29   38.27  -23.83  -29.55    0.41    0.46    1.37    0.93
H08                     6.44    9.38   19.84   36.69  -24.33  -33.45    0.39    0.44    1.39    0.90
H09                    28.92   30.93   30.99   62.43   -3.47   -9.00    1.31    1.32    1.92    0.80
H10                    27.43   30.70   34.83   62.24   -8.45  -15.07    1.23    1.32    1.81    0.74
H11                    26.43   30.95   38.43   62.45  -13.44  -19.72    1.21    1.40    1.74    0.66
H12                    25.23   30.51   41.36   62.07  -16.81  -24.22    1.14    1.40    1.49    0.68
H13                    30.55   41.93   48.77   70.82  -33.36  -18.14    0.91    1.11    1.14    0.50
H14                    27.85   17.57   25.21   48.97   50.47  -22.66    0.77    0.53    1.15    0.60
H15                    54.95   57.24   11.81   80.31   -0.61   61.46    1.57    1.72    0.59    0.63
H16                     6.38    6.55    5.76   30.75    0.61   -1.72    0.29    0.29    0.32    0.43
H17                    22.62   14.15    5.37   44.45   47.82   23.81    0.34    0.31    0.31    0.46
H18                    24.41   36.08   12.35   66.58  -39.65   36.21    0.85    1.12    0.61    0.45
H19                     9.47    8.46   24.25   34.92   11.16  -45.14    0.40    0.35    0.96    0.63
H20                     9.47    4.39    0.28   24.93   54.28   37.67    0.32    0.16    0.03    0.55
H21                     6.64   11.05    1.78   39.65  -34.96   40.25    0.27    0.43    0.07    0.60
H22                     1.66    0.99    8.25    8.93   21.50  -49.81    0.10    0.06    0.46    0.63
I01                     3.69    3.79    6.18   22.96    0.51  -17.08    0.18    0.17    0.40    0.51
I02                     3.80    3.78    9.21   22.92    2.28  -29.11    0.21    0.19    0.64    0.69
I03                     4.01    3.90   13.67   23.31    3.78  -42.01    0.23    0.19    0.86    0.75
I04                     4.26    4.05   17.90   23.81    5.13  -51.48    0.24    0.20    1.03    0.76
I05                    12.75   13.08   14.92   42.87    0.91  -11.53    0.60    0.57    1.10    0.78
I06                    13.16   13.35   20.09   43.27    1.88  -22.62    0.67    0.61    1.42    0.90
I07                    13.29   13.25   25.63   43.13    3.34  -33.45    0.62    0.55    1.46    0.75
I08                    13.09   12.93   29.94   42.64    4.17  -41.50    0.57    0.53    1.33    0.57
I09                    29.97   30.55   31.45   62.11    1.95  -10.26    1.27    1.23    1.83    0.78
I10                    29.92   30.43   35.14   62.01    2.20  -15.93    1.22    1.20    1.63    0.66
I11                    29.96   30.31   38.16   61.90    2.79  -20.32    1.28    1.31    1.58    0.58
I12                    29.90   30.09   40.71   61.72    3.38  -24.01    1.23    1.29    1.40    0.57
I13                    27.94   39.59   48.25   69.17  -36.26  -20.38    0.77    0.95    1.09    0.44
I14                    25.51   14.99   21.97   45.62   55.39  -22.39    0.55    0.37    1.02    0.61
I15                    54.10   55.71    9.24   79.44    0.99   68.19    1.38    1.53    0.46    0.58
I16                     3.48    3.64    3.27   22.45   -0.58   -1.87    0.16    0.16    0.19    0.36
I17                    19.50   11.30    3.18   40.08   51.76   29.18    0.28    0.22    0.19    0.43
I18                    20.99   32.25    9.38   63.54  -42.09   40.29    0.74    1.03    0.46    0.45
I19                     6.88    5.84   21.18   29.00   13.35  -49.48    0.30    0.25    0.86    0.64
I20                     5.40    2.59    0.25   18.30   43.45   26.80    0.19    0.09    0.03    0.52
I21                     4.42    7.48    1.46   32.86  -31.70   32.17    0.18    0.28    0.06    0.50
I22                     1.20    0.74    5.80    6.66   18.01  -43.45    0.08    0.05    0.37    0.61
J01                     1.24    1.04    2.29    9.28    8.04  -16.87    0.13    0.14    0.25    0.92
J02                     1.55    1.08    4.47    9.59   15.85  -31.48    0.14    0.14    0.42    1.09
J03                     1.85    1.08    7.39    9.58   23.42  -45.33    0.15    0.13    0.60    1.22
J04                     1.94    1.09    8.33    9.67   25.24  -48.80    0.16    0.12    0.68    1.11
J05                     8.17    7.72    9.88   33.37    6.71  -13.40    0.41    0.38    0.75    0.68
J06                     8.65    7.41   13.28   32.71   13.80  -24.75    0.45    0.37    1.00    0.78
J07                     9.49    7.49   18.07   32.88   20.08  -36.21    0.47    0.35    1.15    0.76
J08                     9.89    7.35   21.38   32.58   24.63  -43.70    0.49    0.35    1.20    0.67
J09                    25.09   24.96   25.59   57.02    4.39   -9.39    1.19    1.12    1.81    0.92
J10                    26.14   25.14   29.47   57.19    8.06  -15.65    1.13    1.04    1.66    0.79
J11                    26.95   25.13   33.20   57.18   11.39  -21.44    1.13    1.03    1.48    0.63
J12                    27.30   24.84   35.90   56.90   14.03  -25.82    1.09    1.00    1.37    0.52
J13                    25.92   37.37   47.50   67.55  -37.43  -22.31    0.71    0.91    1.06    0.42
J14                    22.55   12.52   19.54   42.02   57.95  -23.67    0.55    0.32    0.93    0.70
J15                    51.87   52.63    6.74   77.65    2.96   74.71    1.42    1.55    0.34    0.64
J16                     1.77    1.84    1.63   14.63   -0.10   -1.25    0.08    0.08    0.09    0.24
J17                    16.84    8.93    1.62   35.85   55.97   35.52    0.20    0.16    0.10    0.33
J18                    17.53   27.72    6.69   59.62  -42.76   43.86    0.66    0.97    0.33    0.51
J19                     4.96    3.83   18.38   23.09   17.44  -53.80    0.20    0.15    0.72    0.59
J20                     3.13    1.59    0.24   13.17   33.78   18.10    0.12    0.06    0.02    0.46
J21                     2.47    4.19    1.00   24.28  -26.25   23.45    0.11    0.18    0.05    0.44
J22                     0.75    0.46    3.66    4.13   12.43  -36.02    0.06    0.04    0.27    0.71
K01                     1.89    1.57    2.20   13.02    9.66   -9.71    0.09    0.07    0.15    0.42
K02                     2.49    1.65    3.38   13.52   20.49  -17.96    0.14    0.08    0.29    0.69
K03                     3.18    1.73    4.61   13.98   31.15  -24.70    0.18    0.09    0.40    0.79
K04                     3.58    1.84    5.14   14.62   34.79  -26.43    0.19    0.09    0.43    0.78
K05                     6.84    5.65    7.42   28.49   15.11  -12.84    0.33    0.27    0.57    0.64
K06                     8.37    5.68    9.93   28.59   29.16  -21.80    0.38    0.25    0.75    0.74
K07                     9.96    5.71   13.15   28.66   42.07  -31.36    0.43    0.23    0.89    0.75
K08                    10.49    5.66   13.90   28.53   46.66  -33.63    0.44    0.23    0.87    0.79
K09                    21.77   20.34   21.26   52.20   10.45   -9.61    0.99    0.88    1.47    0.94
K10                    24.22   20.75   25.33   52.67   19.45  -16.47    1.00    0.82    1.50    0.86
K11                    27.10   21.08   28.97   53.03   29.91  -22.03    1.10    0.85    1.45    0.72
K12                    29.38   21.24   31.82   53.20   38.12  -26.23    1.08    0.83    1.27    0.57
K13                    23.47   34.19   45.86   65.11  -37.46  -24.58    0.72    0.98    1.14    0.48
K14                    20.74   10.86   17.22   39.34   61.00  -23.17    0.41    0.22    0.81    0.73
K15                    50.23   50.24    5.02   76.21    4.84   80.35    1.34    1.45    0.22    0.65
K16                     0.81    0.83    0.67    7.48    0.46    0.31    0.05    0.05    0.04    0.26
K17                    13.62    6.70    0.70   31.11   57.31   40.50    0.26    0.16    0.05    0.22
K18                    14.37   23.41    4.56   55.48  -43.03   47.10    0.58    0.89    0.23    0.57
K19                     3.52    2.44   15.13   17.66   20.81  -55.57    0.15    0.10    0.61    0.65
K20                     1.34    0.75    0.23    6.75   22.27    7.37    0.06    0.03    0.02    0.42
K21                     1.16    1.93    0.62   15.08  -19.48   14.29    0.07    0.10    0.04    0.38
K22                     0.41    0.30    1.89    2.68    5.00  -24.57    0.03    0.02    0.16    0.65
L01                     1.88    1.60    1.66   13.22    8.71   -3.94    0.08    0.06    0.12    0.41
L02                     2.42    1.62    1.89   13.37   19.81   -6.05    0.12    0.08    0.19    0.70
L03                     3.10    1.72    2.13   13.95   29.95   -7.36    0.14    0.08    0.23    0.87
L04                     3.53    1.79    2.25   14.35   35.18   -7.78    0.16    0.08    0.26    0.88
L05                     6.88    5.55    5.81   28.23   16.71   -6.26    0.32    0.26    0.46    0.62
L06                     8.65    5.60    6.39   28.38   32.53   -8.68    0.36    0.23    0.51    0.68
L07                    10.79    5.77    6.77   28.83   47.71   -9.57    0.41    0.21    0.56    0.88
L08                    13.05    6.16    6.87   29.82   59.24   -8.29    0.40    0.19    0.53    0.94
L09                    21.55   20.11   18.51   51.95   10.48   -4.30    0.96    0.85    1.33    1.01
L10                    24.61   20.78   20.07   52.70   20.98   -6.34    0.99    0.79    1.32    0.92
L11                    28.03   21.32   21.21   53.29   32.50   -7.64    1.05    0.80    1.35    0.86
L12                    31.19   21.81   21.90   53.82   42.25   -8.09    0.71    0.59    1.24    0.77
L13                    21.12   31.01   44.12   62.50  -37.03  -26.96    0.72    1.02    1.19    0.55
L14                    18.99    9.60   14.81   37.11   62.00  -21.21    0.38    0.21    0.74    0.72
L15                    49.80   48.42    3.86   75.08    8.55   84.99    1.14    1.27    0.16    0.70
L16                     0.30    0.31    0.25    2.82    0.04    0.09    0.04    0.04    0.02    0.31
L17                    11.78    5.53    0.32   28.19   57.59   42.60    0.25    0.13    0.03    0.30
L18                    11.58   19.58    3.30   51.35  -43.67   47.72    0.46    0.74    0.15    0.63
L19                     2.47    1.60   12.31   13.21   21.50  -55.68    0.11    0.07    0.54    0.65
L20                     0.49    0.34    0.23    3.09    6.57    0.92    0.02    0.02    0.02    0.18
L21                     0.41    0.67    0.37    6.01   -9.20    3.34    0.03    0.05    0.03    0.31
L22                     0.22    0.22    0.63    2.02    0.22   -8.48    0.02    0.02    0.07    0.47
Dmin                   67.53   71.22   54.08   87.58   -2.49    4.89    1.97    1.97    1.86    0.61
GS01                   54.99   56.74   47.24   80.02    0.72   -0.48    2.00    2.13    1.95    0.75
GS02                   47.50   49.35   41.86   75.65   -0.22   -1.44    1.74    1.87    1.90    0.74
GS03                   40.67   41.95   36.60   70.82    0.69   -2.79    1.47    1.53    1.76    0.65
GS04                   35.18   36.15   32.04   66.62    1.11   -3.40    1.31    1.33    1.66    0.69
GS05                   30.15   31.02   27.38   62.52    0.90   -3.04    1.18    1.18    1.65    0.80
GS06                   25.34   26.12   22.90   58.14    0.62   -2.56    1.06    1.05    1.52    0.86
GS07                   21.09   21.87   18.94   53.87    0.02   -1.92    0.87    0.84    1.29    0.90
GS08                   18.03   18.65   16.09   50.26    0.26   -1.68    0.71    0.69    1.04    0.88
GS09                   15.39   15.92   13.97   46.85    0.27   -2.23    0.66    0.64    0.89    0.76
GS10                   12.78   13.20   11.71   43.05    0.40   -2.47    0.54    0.53    0.74    0.64
GS11                   10.46   10.79    9.70   39.21    0.43   -2.73    0.44    0.44    0.57    0.50
GS12                    8.53    8.83    8.07   35.65    0.10   -3.05    0.35    0.34    0.43    0.42
GS13                    6.78    7.03    6.44   31.86    0.07   -2.93    0.29    0.29    0.36    0.45
GS14                    5.21    5.41    4.96   27.87   -0.10   -2.67    0.23    0.22    0.30    0.41
GS15                    3.75    3.91    3.63   23.36   -0.23   -2.72    0.19    0.19    0.23    0.42
GS16                    2.73    2.87    2.69   19.50   -0.61   -2.63    0.12    0.12    0.15    0.35
GS17                    1.93    2.05    1.91   15.75   -1.13   -2.28    0.08    0.09    0.11    0.30
GS18                    1.34    1.40    1.26   11.97   -0.43   -1.41    0.06    0.06    0.06    0.23
GS19                    0.89    0.93    0.82    8.40   -0.41   -0.88    0.04    0.05    0.05    0.23
GS20                    0.46    0.47    0.45    4.26    0.07   -1.24    0.03    0.03    0.03    0.16
GS21                    0.23    0.26    0.28    2.32   -0.52   -1.35    0.02    0.02    0.02    0.12
GS22                    0.14    0.15    0.16    1.36   -0.38   -0.66    0.01    0.01    0.02    0.08
Dmax                    0.09    0.10    0.10    0.89   -0.15   -0.31    0.01    0.01    0.01    0.08
END_DATA
