IT8.7/1
ORIGINATOR          "Monaco Acquisition Company"
DESCRIPTOR          "IT8.7/1 Reference Data File, 4x5 Ektachrome"
CREATED             "Tuesday, October 18, 2005"
MANUFACTURER        "Monaco Acquisition Company"
PROD_DATE           "2005:09"
SERIAL              "Batch Average Data"
MATERIAL            "Kodak Ektachrome Product Family"
NUMBER_OF_FIELDS          11
BEGIN_DATA_FORMAT
SAMPLE_ID           XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B   STDEV_X STDEV_Y STDEV_Z STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                      X       Y       Z       L       A       B     SD_X    SD_Y    SD_Z   SD_dE
B16                    49.24   51.35   43.53   76.85   -0.71   -1.46    3.14    3.37    2.56    0.89
B17                    52.51   53.04   43.37   77.86    3.61    0.49    3.07    3.29    2.36    0.85
B18                    52.98   58.19   45.37   80.82   -7.90    3.14    2.85    3.07    2.38    0.76
B19                    50.60   52.78   46.67   77.71   -0.75   -3.78    3.08    3.34    2.32    0.91
B20                     9.78   14.34   24.03   44.68  -28.59  -27.84    0.80    1.10    1.88    0.73
B21                     9.39    4.75    7.40   25.97   49.00  -17.09    0.74    0.38    0.64    0.72
B22                    27.54   25.39    2.13   57.42   12.68   67.49    1.85    1.73    0.15    0.98
C01                     5.62    5.56    2.90   28.24    3.03   10.79    0.47    0.43    0.24    0.49
C02                     6.16    5.69    1.82   28.58    7.57   20.78    0.53    0.47    0.15    0.59
C03                     6.73    5.83    1.09   28.95   11.95   30.27    0.54    0.44    0.08    0.69
C04                     7.16    5.91    0.71   29.15   15.41   36.82    0.56    0.45    0.05    0.74
C05                    20.62   20.13   10.07   51.95    5.98   18.03    1.40    1.34    0.79    0.51
C06                    22.54   20.24    5.53   52.08   14.45   36.22    1.44    1.28    0.46    0.56
C07                    25.34   21.08    2.75   53.01   22.69   54.64    1.57    1.31    0.20    0.75
C08                    28.23   21.90    1.42   53.90   30.61   68.95    1.38    1.16    0.08    0.71
C09                    35.17   36.15   23.79   66.59    1.08   10.38    2.41    2.43    2.02    0.56
C10                    36.81   36.61   20.24   66.94    5.05   17.91    2.37    2.35    1.69    0.57
C11                    39.33   37.29   16.69   67.46   10.91   26.59    2.33    2.32    1.42    0.55
C12                    40.63   37.35   14.10   67.51   14.79   33.08    2.08    2.16    1.21    0.51
C13                    46.73   54.30   48.42   78.61  -15.17   -4.27    2.53    2.81    2.38    0.65
C14                    47.72   43.90   42.62   72.11   15.54   -8.48    2.95    3.02    2.31    0.91
C15                    54.52   58.22   34.40   80.83   -4.05   17.65    2.99    3.20    2.69    0.71
C16                    35.74   37.48   30.82   67.59   -1.34    0.18    2.67    2.75    2.48    0.78
C17                    44.90   42.05   30.76   70.86   12.98    5.93    2.74    2.72    2.40    0.76
C18                    44.43   52.46   35.64   77.53  -17.07   10.16    2.56    2.82    2.52    0.76
C19                    39.74   40.75   43.28   69.95    1.42  -13.04    2.75    2.92    2.25    0.93
C20                     6.05    9.18   15.06   36.29  -26.81  -23.21    0.49    0.68    1.21    0.69
C21                     5.62    2.90    4.95   19.61   40.23  -16.83    0.47    0.25    0.47    0.65
C22                    16.52   15.82    1.59   46.70    7.31   54.52    1.13    1.08    0.11    0.78
D01                     3.70    3.90    2.07   23.30   -0.84    9.25    0.32    0.32    0.18    0.45
D02                     3.69    3.95    1.32   23.48   -1.85   17.78    0.32    0.32    0.11    0.49
D03                     3.91    4.23    0.90   24.39   -2.39   25.34    0.31    0.32    0.06    0.54
D04                     4.05    4.33    0.71   24.70   -1.79   29.19    0.31    0.32    0.04    0.56
D05                    15.80   16.70    8.24   47.84   -1.74   17.35    1.09    1.12    0.66    0.49
D06                    15.55   16.54    4.42   47.64   -2.29   34.38    1.04    1.07    0.34    0.52
D07                    15.90   17.06    2.25   48.30   -3.09   50.67    1.08    1.12    0.15    0.72
D08                    16.33   17.34    1.59   48.66   -2.21   57.88    1.00    1.03    0.09    0.71
D09                    41.93   44.24   21.02   72.35   -2.18   25.65    2.57    2.71    1.71    0.55
D10                    42.49   44.94   12.23   72.81   -2.48   47.35    2.50    2.71    0.99    0.65
D11                    41.63   44.73    6.19   72.68   -4.48   68.60    2.35    2.58    0.48    0.77
D12                    41.71   45.50    3.82   73.19   -6.40   82.03    2.30    2.52    0.26    0.91
D13                    41.85   50.91   48.66   76.60  -20.66   -8.01    2.16    2.46    2.30    0.61
D14                    42.36   35.95   38.37   66.44   24.60  -12.75    2.57    2.45    2.22    0.77
D15                    54.33   58.66   26.82   81.08   -5.58   29.98    2.83    3.07    2.29    0.76
D16                    27.19   28.67   23.14   60.44   -1.80    1.02    2.02    2.07    2.06    0.74
D17                    39.31   34.44   22.43   65.28   20.29   10.69    2.33    2.24    1.97    0.69
D18                    39.87   50.09   28.79   76.10  -24.59   18.09    2.24    2.52    2.18    0.66
D19                    31.54   31.80   40.45   63.13    3.25  -21.21    2.24    2.37    2.10    0.84
D20                     3.30    5.13    8.36   27.08  -23.44  -18.88    0.30    0.42    0.74    0.52
D21                     3.15    1.72    3.14   13.94   30.60  -15.58    0.28    0.15    0.31    0.54
D22                     8.78    8.74    1.13   35.45    3.04   40.82    0.67    0.65    0.08    0.63
E01                     5.10    5.84    3.04   28.98   -6.32   11.08    0.44    0.48    0.25    0.49
E02                     4.52    5.72    1.97   28.67  -12.41   19.47    0.39    0.48    0.17    0.52
E03                     4.38    6.00    1.31   29.38  -17.32   28.02    0.35    0.47    0.09    0.58
E04                     4.39    6.07    0.97   29.56  -17.99   33.16    0.33    0.44    0.06    0.57
E05                    22.00   25.25   13.03   57.28  -10.48   18.32    1.51    1.69    0.97    0.57
E06                    20.78   26.06    8.04   58.05  -19.57   35.73    1.48    1.80    0.63    0.73
E07                    18.52   25.69    4.48   57.70  -29.33   51.39    1.30    1.74    0.33    0.83
E08                    17.77   26.38    3.51   58.37  -36.16   58.47    1.14    1.62    0.24    0.83
E09                    39.67   43.75   27.88   72.02   -7.69   12.57    2.62    2.81    2.27    0.60
E10                    38.32   44.81   21.60   72.73  -15.02   25.15    2.45    2.77    1.84    0.61
E11                    36.46   44.97   16.87   72.84  -21.49   35.45    2.12    2.50    1.36    0.59
E12                    34.89   44.98   13.48   72.86  -26.80   43.96    1.83    2.20    1.09    0.52
E13                    38.77   49.06   49.19   75.47  -25.33  -10.58    1.84    2.12    2.11    0.56
E14                    37.88   29.86   35.21   61.50   32.02  -16.89    2.23    2.00    2.05    0.71
E15                    54.92   59.41   21.64   81.49   -5.86   40.17    2.65    2.91    1.76    0.69
E16                    19.67   20.77   16.20   52.66   -1.79    2.24    1.48    1.50    1.43    0.65
E17                    34.30   28.11   15.99   59.96   26.76   15.33    1.79    1.67    1.41    0.67
E18                    35.86   47.11   23.04   74.24  -29.48   24.95    1.93    2.23    1.77    0.72
E19                    23.95   23.73   36.48   55.77    4.78  -28.56    1.66    1.69    1.97    0.72
E20                     1.33    2.14    3.63   16.19  -18.92  -15.02    0.13    0.19    0.36    0.48
E21                     1.35    0.81    1.45    7.32   20.04  -11.79    0.12    0.07    0.14    0.49
E22                     3.60    3.61    0.69   22.32    1.79   25.38    0.29    0.28    0.05    0.49
F01                     3.28    4.17    2.77   24.19  -11.37    4.82    0.28    0.34    0.24    0.45
F02                     2.84    4.34    2.45   24.72  -21.15    8.36    0.24    0.36    0.22    0.46
F03                     2.57    4.63    2.19   25.64  -30.28   12.13    0.22    0.37    0.18    0.43
F04                     2.35    4.61    1.95   25.56  -34.26   14.32    0.19    0.35    0.15    0.42
F05                    10.55   13.41    8.98   43.35  -16.79    6.89    0.82    0.98    0.69    0.53
F06                     8.27   13.12    7.20   42.90  -33.55   12.92    0.68    0.99    0.61    0.59
F07                     6.62   12.84    5.98   42.48  -47.52   17.52    0.50    0.92    0.51    0.67
F08                     6.59   12.78    5.95   42.39  -47.42   17.48    0.48    0.88    0.50    0.65
F09                    27.06   31.60   22.47   62.97  -13.23    6.62    1.93    2.19    1.83    0.59
F10                    24.13   31.37   20.16   62.77  -24.67   10.90    1.81    2.25    1.75    0.64
F11                    21.49   31.50   18.24   62.89  -37.06   15.19    1.52    2.05    1.59    0.62
F12                    20.11   32.52   17.01   63.75  -47.33   19.44    1.13    1.54    1.37    0.57
F13                    36.30   47.34   49.59   74.39  -28.66  -12.89    1.66    1.91    2.01    0.54
F14                    34.64   25.46   32.41   57.48   38.57  -19.71    1.97    1.69    1.98    0.62
F15                    54.96   59.20   17.66   81.37   -5.25   48.33    2.65    2.95    1.43    0.69
F16                    14.33   15.10   11.81   45.73   -1.39    1.91    1.17    1.19    1.10    0.62
F17                    29.38   22.18   11.33   54.19   33.83   17.92    1.42    1.27    0.97    0.56
F18                    31.76   43.69   18.50   72.00  -34.13   30.31    1.66    1.98    1.46    0.70
F19                    18.59   18.02   32.41   49.49    6.40  -33.50    1.38    1.36    1.95    0.69
F20                     0.40    0.69    0.99    6.21  -10.70   -7.46    0.04    0.06    0.10    0.38
F21                     0.49    0.36    0.56    3.21    6.06   -4.97    0.04    0.03    0.05    0.34
F22                     1.19    1.25    0.39   10.89   -0.42   11.32    0.09    0.10    0.03    0.36
G01                     2.31    2.81    2.28   19.22   -7.79    0.33    0.18    0.21    0.19    0.38
G02                     2.04    2.84    2.49   19.35  -14.22   -1.24    0.17    0.23    0.23    0.39
G03                     1.89    3.13    2.79   20.51  -22.79   -1.68    0.18    0.27    0.26    0.39
G04                     1.74    3.23    2.89   20.91  -28.17   -1.78    0.16    0.26    0.25    0.34
G05                    11.04   13.67   11.39   43.73  -14.81   -0.31    0.87    1.01    0.87    0.52
G06                     8.93   13.32   12.26   43.20  -29.11   -3.77    0.72    0.99    1.00    0.57
G07                     7.65   13.58   13.00   43.60  -42.15   -5.17    0.60    0.98    1.09    0.68
G08                     7.16   12.88   12.96   42.55  -42.39   -6.87    0.53    0.89    1.00    0.57
G09                    27.58   31.96   26.19   63.27  -12.43    0.35    1.91    2.14    2.05    0.60
G10                    24.87   32.05   27.56   63.34  -23.92   -1.86    1.94    2.36    2.34    0.66
G11                    21.89   31.62   28.42   62.99  -35.62   -3.89    1.63    2.11    2.44    0.74
G12                    20.47   32.62   29.10   63.83  -45.97   -3.55    1.21    1.55    2.31    0.81
G13                    33.49   44.83   49.22   72.77  -31.23  -15.27    1.51    1.77    1.89    0.45
G14                    30.89   21.19   28.55   53.12   44.09  -21.16    1.74    1.38    1.89    0.57
G15                    54.00   57.07   13.36   80.19   -2.57   56.93    2.43    2.77    1.05    0.69
G16                     9.84   10.38    8.12   38.47   -1.30    1.66    0.86    0.88    0.78    0.57
G17                    25.65   17.80    7.62   49.23   40.35   22.16    1.02    0.90    0.65    0.51
G18                    27.26   39.16   14.26   68.85  -37.67   34.95    1.48    1.87    1.05    0.54
G19                    13.51   12.75   27.90   42.34    8.05  -38.68    1.02    0.97    1.75    0.62
G20                    11.34    5.34    0.25   27.67   56.69   43.03    0.50    0.25    0.02    0.57
G21                    10.82   17.66    2.55   49.05  -39.34   49.46    0.76    1.21    0.18    0.87
G22                     2.20    1.40   10.99   11.97   21.26  -53.85    0.16    0.11    0.74    0.55
H01                     2.41    2.80    2.75   19.19   -5.55   -3.67    0.20    0.21    0.23    0.41
H02                     2.21    2.85    3.60   19.41  -10.75   -9.29    0.19    0.23    0.33    0.42
H03                     2.06    3.03    4.50   20.13  -17.04  -13.45    0.20    0.27    0.43    0.42
H04                     1.93    3.09    5.51   20.38  -21.12  -18.35    0.19    0.27    0.52    0.44
H05                     9.11   10.70   11.06   39.03   -9.60   -7.39    0.77    0.86    0.88    0.52
H06                     7.87   10.33   14.14   38.39  -17.72  -17.23    0.65    0.80    1.09    0.51
H07                     7.27   10.77   18.19   39.15  -26.59  -25.65    0.56    0.77    1.40    0.57
H08                     6.24    9.48   18.40   36.87  -27.31  -30.04    0.47    0.65    1.38    0.62
H09                    29.11   31.73   28.76   63.08   -5.60   -4.31    2.03    2.14    2.19    0.63
H10                    27.61   31.58   32.60   62.95  -10.94  -10.54    2.11    2.34    2.51    0.70
H11                    26.34   31.32   36.44   62.74  -15.13  -16.46    1.95    2.23    2.59    0.70
H12                    25.94   31.73   41.57   63.07  -18.25  -22.74    1.85    2.26    2.38    0.77
H13                    31.03   42.60   48.79   71.27  -33.59  -17.37    1.47    1.73    1.92    0.53
H14                    27.63   17.67   24.69   49.07   49.06  -21.51    1.48    1.10    1.75    0.67
H15                    54.34   57.14   10.52   80.23   -1.87   65.34    2.39    2.75    0.83    0.72
H16                     6.39    6.73    5.05   31.16   -1.08    2.55    0.56    0.57    0.49    0.45
H17                    22.42   14.32    4.93   44.67   45.91   26.49    0.79    0.65    0.43    0.45
H18                    24.61   36.55   11.15   66.92  -40.33   40.40    1.37    1.77    0.86    0.55
H19                    10.13    9.25   24.88   36.43    9.74  -43.65    0.79    0.74    1.58    0.62
H20                     9.39    4.35    0.23   24.78   54.14   38.31    0.54    0.25    0.02    0.73
H21                     7.12   12.02    1.88   41.21  -36.97   41.97    0.49    0.81    0.13    0.78
H22                     1.64    1.01    8.22    9.04   20.61  -49.47    0.12    0.08    0.57    0.59
I01                     3.93    4.08    5.53   23.90   -0.10  -12.41    0.34    0.33    0.44    0.42
I02                     3.94    4.06    8.59   23.84    0.33  -25.34    0.33    0.33    0.67    0.38
I03                     4.11    4.15   13.19   24.14    1.49  -39.25    0.33    0.33    1.01    0.53
I04                     4.23    4.26   17.39   24.48    1.78  -49.16    0.33    0.34    1.23    0.51
I05                    13.08   13.63   13.90   43.66   -0.41   -7.51    1.02    1.03    1.07    0.50
I06                    13.11   13.55   18.43   43.54    0.32  -18.62    1.03    1.02    1.33    0.54
I07                    13.18   13.42   23.94   43.36    1.56  -29.99    1.03    1.02    1.65    0.52
I08                    13.40   13.38   29.95   43.30    3.24  -40.36    0.96    0.95    1.82    0.51
I09                    30.53   31.77   29.73   63.12   -0.42   -5.82    2.03    2.06    2.10    0.61
I10                    30.22   31.45   32.98   62.84   -0.37  -11.30    2.14    2.18    2.45    0.74
I11                    30.39   31.20   38.11   62.63    1.13  -18.94    2.20    2.26    2.51    0.72
I12                    30.38   31.08   41.08   62.53    1.56  -23.05    2.17    2.29    2.29    0.80
I13                    28.69   40.33   48.26   69.69  -35.62  -19.47    1.35    1.64    1.83    0.55
I14                    24.75   14.76   21.62   45.28   53.54  -22.26    1.22    0.83    1.50    0.68
I15                    53.51   55.52    8.48   79.31   -0.02   70.74    2.29    2.68    0.65    0.78
I16                     3.52    3.72    2.95   22.69   -0.97    0.89    0.30    0.30    0.30    0.43
I17                    19.40   11.39    3.00   40.21   50.65   30.70    0.63    0.46    0.27    0.46
I18                    21.26   32.73    8.86   63.92  -42.52   42.81    1.22    1.67    0.68    0.59
I19                     7.13    6.18   21.04   29.83   12.22  -47.75    0.55    0.49    1.38    0.65
I20                     5.66    2.71    0.22   18.84   44.09   28.37    0.38    0.18    0.02    0.74
I21                     4.74    8.03    1.52   34.02  -32.61   33.44    0.34    0.56    0.11    0.64
I22                     1.13    0.71    5.55    6.39   16.95  -42.66    0.09    0.06    0.43    0.67
J01                     1.20    1.01    1.87    9.09    7.75  -13.28    0.11    0.09    0.17    0.36
J02                     1.52    1.07    3.96    9.54   15.08  -28.60    0.13    0.09    0.34    0.46
J03                     1.87    1.10    7.17    9.80   22.99  -44.02    0.15    0.09    0.54    0.59
J04                     1.86    1.03    7.78    9.23   25.17  -47.46    0.15    0.08    0.56    0.61
J05                     8.28    8.03    9.03   34.01    4.88   -9.37    0.70    0.65    0.73    0.52
J06                     9.03    8.05   12.76   34.05   11.19  -20.99    0.72    0.62    0.92    0.53
J07                     9.78    7.95   17.48   33.85   18.13  -33.21    0.76    0.60    1.19    0.58
J08                    10.14    7.68   21.47   33.29   23.43  -42.65    0.77    0.57    1.42    0.66
J09                    25.60   26.15   23.97   58.14    1.62   -4.53    1.82    1.81    1.82    0.67
J10                    26.77   26.54   28.48   58.51    4.85  -11.74    1.92    1.85    2.19    0.76
J11                    27.00   25.81   31.63   57.81    8.78  -17.92    2.04    1.93    2.38    0.75
J12                    27.40   25.35   35.62   57.37   12.25  -24.58    2.04    1.93    2.24    0.69
J13                    26.42   37.80   47.48   67.86  -36.79  -21.74    1.33    1.68    1.90    0.49
J14                    22.55   12.73   19.57   42.33   56.56  -23.14    1.08    0.67    1.42    0.85
J15                    52.15   53.22    6.49   77.98    2.22   76.41    2.13    2.48    0.47    0.86
J16                     1.91    2.05    1.61   15.72   -1.63    0.88    0.16    0.16    0.15    0.30
J17                    16.83    9.12    1.56   36.22   54.32   36.83    0.49    0.32    0.13    0.30
J18                    17.56   28.00    6.43   59.86  -43.72   45.43    1.14    1.66    0.50    0.75
J19                     5.31    4.22   19.03   24.36   16.10  -53.00    0.37    0.30    1.18    0.65
J20                     3.27    1.65    0.21   13.51   34.49   19.30    0.25    0.12    0.02    0.65
J21                     2.72    4.65    1.06   25.67  -27.53   25.11    0.22    0.36    0.07    0.56
J22                     0.68    0.42    3.30    3.82   10.86  -34.16    0.06    0.03    0.29    0.76
K01                     2.08    1.79    2.05   14.32    8.47   -5.99    0.18    0.14    0.18    0.40
K02                     2.63    1.78    2.98   14.28   19.90  -13.83    0.24    0.16    0.27    0.45
K03                     3.39    1.88    4.25   14.81   30.86  -21.23    0.31    0.17    0.37    0.50
K04                     3.69    1.89    4.67   14.85   35.43  -23.57    0.32    0.16    0.37    0.53
K05                     6.91    5.86    6.50   29.04   13.36   -8.00    0.57    0.47    0.51    0.52
K06                     8.65    6.04    9.41   29.50   27.62  -18.47    0.64    0.43    0.66    0.57
K07                    10.02    5.86   12.49   29.03   40.84  -28.89    0.70    0.40    0.83    0.67
K08                    10.69    5.87   13.53   29.07   45.83  -31.70    0.74    0.40    0.93    0.74
K09                    21.99   21.05   19.62   52.97    8.04   -4.90    1.48    1.38    1.45    0.64
K10                    24.67   21.72   23.77   53.69   16.88  -11.83    1.76    1.52    1.88    0.77
K11                    26.20   20.87   27.16   52.77   27.27  -19.44    1.93    1.56    2.10    0.75
K12                    28.58   21.16   31.40   53.09   35.42  -25.74    1.99    1.55    2.01    0.71
K13                    24.07   35.11   46.42   65.82  -37.92  -24.00    1.26    1.67    1.93    0.53
K14                    20.50   10.97   17.49   39.51   59.09  -23.48    0.94    0.53    1.24    0.85
K15                    50.85   51.06    4.94   76.69    4.35   81.61    2.06    2.39    0.34    0.98
K16                     0.81    0.87    0.65    7.85   -1.11    1.23    0.07    0.07    0.06    0.31
K17                    13.75    6.87    0.69   31.50   56.43   41.23    0.51    0.28    0.06    0.36
K18                    14.26   23.46    4.47   55.51  -43.94   47.68    0.96    1.48    0.34    0.90
K19                     3.73    2.70   15.74   18.80   18.96  -55.07    0.26    0.19    1.01    0.72
K20                     1.57    0.86    0.21    7.79   24.08    9.48    0.13    0.07    0.02    0.53
K21                     1.23    2.14    0.66   16.16  -21.94   15.45    0.11    0.17    0.05    0.41
K22                     0.38    0.29    1.69    2.61    3.91  -22.57    0.03    0.02    0.16    0.57
L01                     2.06    1.79    1.53   14.34    7.83   -0.59    0.17    0.14    0.13    0.35
L02                     2.60    1.77    1.70   14.22   19.56   -2.65    0.24    0.16    0.15    0.39
L03                     3.16    1.77    1.83   14.18   29.77   -4.06    0.28    0.15    0.16    0.43
L04                     3.68    1.88    2.09   14.83   35.35   -5.53    0.30    0.15    0.18    0.51
L05                     7.17    5.90    5.24   29.13   15.57   -1.93    0.56    0.44    0.42    0.53
L06                     8.98    5.95    5.75   29.27   31.38   -4.17    0.63    0.40    0.44    0.61
L07                    10.90    5.96    6.25   29.28   46.47   -6.51    0.75    0.40    0.46    0.65
L08                    12.89    6.13    6.56   29.73   58.46   -7.10    0.69    0.34    0.47    0.59
L09                    21.68   20.79   17.14   52.69    7.84    0.06    1.47    1.39    1.25    0.58
L10                    24.95   21.50   18.54   53.46   19.07   -1.74    1.67    1.43    1.42    0.65
L11                    27.83   21.71   19.36   53.68   29.91   -3.11    1.85    1.49    1.59    0.66
L12                    30.67   21.94   19.72   53.94   39.78   -3.44    1.36    1.19    1.53    0.73
L13                    21.64   32.10   44.80   63.40  -38.47  -26.22    1.22    1.69    2.02    0.57
L14                    18.86    9.74   15.40   37.36   60.19  -22.23    0.86    0.47    1.07    0.84
L15                    50.19   49.43    3.92   75.70    6.90   85.70    1.93    2.28    0.25    1.06
L16                     0.19    0.21    0.20    1.93   -0.77   -0.45    0.02    0.02    0.02    0.17
L17                    11.32    5.35    0.31   27.70   56.40   41.93    0.51    0.25    0.02    0.60
L18                    11.89   19.94    3.33   51.74  -43.21   48.25    0.82    1.32    0.24    0.96
L19                     2.46    1.60   12.33   13.21   21.16  -55.69    0.18    0.12    0.86    0.77
L20                     0.56    0.38    0.21    3.40    7.77    1.81    0.04    0.03    0.02    0.31
L21                     0.41    0.71    0.39    6.40  -11.06    3.74    0.03    0.06    0.03    0.42
L22                     0.19    0.19    0.52    1.74    0.06   -6.90    0.02    0.02    0.05    0.34
Dmin                   64.04   67.15   50.73   85.56   -1.59    5.09    2.79    2.86    2.42    0.68
GS01                   55.11   58.20   47.14   80.82   -2.51    1.04    2.91    3.03    2.46    0.79
GS02                   47.03   49.37   40.21   75.65   -1.60    0.69    2.79    2.92    2.42    0.78
GS03                   39.62   41.46   33.67   70.45   -1.11    0.80    2.62    2.72    2.37    0.77
GS04                   35.16   36.98   29.71   67.22   -1.66    1.29    2.46    2.56    2.25    0.80
GS05                   30.37   31.89   25.51   63.21   -1.40    1.43    2.07    2.14    1.91    0.77
GS06                   26.05   27.40   22.11   59.30   -1.50    0.98    1.78    1.84    1.62    0.76
GS07                   22.07   23.20   17.96   55.25   -1.40    2.61    1.48    1.53    1.29    0.69
GS08                   18.54   19.42   15.32   51.14   -0.92    1.73    1.19    1.23    1.07    0.61
GS09                   15.81   16.62   13.06   47.75   -1.24    1.79    1.08    1.10    0.93    0.53
GS10                   13.32   13.96   10.94   44.15   -0.91    1.80    0.94    0.96    0.87    0.60
GS11                   11.10   11.65    9.18   40.62   -0.97    1.51    0.82    0.83    0.75    0.58
GS12                    8.81    9.29    7.50   36.51   -1.30    0.68    0.63    0.64    0.55    0.48
GS13                    7.08    7.49    5.94   32.87   -1.41    1.14    0.54    0.55    0.48    0.48
GS14                    5.55    5.87    4.54   29.06   -1.30    1.66    0.45    0.45    0.41    0.48
GS15                    4.14    4.33    3.51   24.70   -0.47    0.39    0.33    0.32    0.29    0.42
GS16                    2.99    3.21    2.62   20.83   -1.79    0.27    0.24    0.24    0.23    0.40
GS17                    2.21    2.38    1.92   17.35   -1.80    0.45    0.17    0.16    0.16    0.36
GS18                    1.59    1.70    1.34   13.83   -1.48    0.79    0.12    0.12    0.12    0.31
GS19                    1.05    1.11    0.86    9.89   -0.85    0.97    0.09    0.09    0.07    0.28
GS20                    0.50    0.53    0.45    4.81   -0.45   -0.28    0.05    0.05    0.04    0.20
GS21                    0.27    0.30    0.28    2.67   -0.65   -0.74    0.03    0.03    0.02    0.10
GS22                    0.13    0.15    0.14    1.33   -0.45   -0.37    0.01    0.01    0.01    0.09
Dmax                    0.09    0.09    0.08    0.85   -0.13   -0.02    0.01    0.01    0.01    0.06
END_DATA
