IT8.7/1
ORIGINATOR          "Monaco Acquisition Company"
DESCRIPTOR          "IT8.7/1 Reference Data File, 4x5 Ektachrome"
CREATED             "Wednesday, October 8, 2003"
MANUFACTURER        "Monaco Acquisition Company"
PROD_DATE           "2003:12"
SERIAL              "Batch Average Data"
MATERIAL            "Kodak Ektachrome Product Family"
NUMBER_OF_FIELDS          11
BEGIN_DATA_FORMAT
SAMPLE_ID           XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B   STDEV_X STDEV_Y STDEV_Z STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                      X       Y       Z       L       A       B     SD_X    SD_Y    SD_Z   SD_dE
E01                     5.57    6.45    3.81   30.51   -7.27    8.47    0.27    0.32    0.27    0.45
E02                     5.21    6.59    2.30   30.85  -12.99   20.14    0.21    0.27    0.13    0.24
E03                     5.10    6.98    1.41   31.75  -18.11   30.86    0.22    0.30    0.08    0.26
E04                     5.11    7.22    1.24   32.30  -20.38   34.00    0.24    0.34    0.07    0.42
E05                    26.37   29.97   16.43   61.62  -10.04   17.08    1.01    1.14    0.86    0.37
E06                    23.20   29.00    9.70   60.77  -19.94   34.43    0.91    1.15    0.56    0.40
E07                    21.78   30.18    5.51   61.80  -30.86   53.02    0.89    1.22    0.29    0.48
E08                    19.83   29.37    3.92   61.10  -37.23   60.54    0.79    1.12    0.19    0.41
E09                    47.86   52.14   35.43   77.35   -6.55   10.13    1.76    1.83    1.99    0.42
E10                    45.79   53.00   27.13   77.87  -14.56   23.84    1.32    1.46    1.11    0.32
E11                    42.32   51.78   20.84   77.14  -21.51   34.18    1.08    1.23    0.66    0.20
E12                    39.74   51.01   16.32   76.68  -27.41   43.30    0.87    0.97    0.58    0.37
E13                    43.47   54.32   53.67   78.65  -24.58  -10.08    0.82    0.85    0.94    0.24
E14                    44.12   35.43   40.58   66.08   31.52  -16.34    0.76    0.71    0.97    0.28
E15                    62.94   67.70   27.63   85.85   -5.31   36.76    1.03    1.09    1.12    0.56
E16                    23.36   24.22   19.95   56.30    0.05    0.09    0.79    0.80    0.87    0.37
E17                    37.89   31.12   19.52   62.60   27.41   11.86    0.67    0.67    0.81    0.42
E18                    40.71   52.87   27.93   77.79  -29.20   22.36    1.02    1.11    1.15    0.48
E19                    27.92   27.45   41.03   59.38    5.83  -28.46    1.03    0.99    1.48    0.52
E20                     1.48    2.38    4.18   17.36  -19.58  -16.45    0.13    0.17    0.33    0.59
E21                     1.55    0.90    1.86    8.09   22.28  -14.98    0.09    0.06    0.15    0.42
E22                     4.46    4.47    0.88   25.15    2.08   27.02    0.18    0.19    0.05    0.30
F01                     3.57    4.54    3.41   25.37  -11.67    2.21    0.18    0.23    0.23    0.39
F02                     3.15    4.88    2.86   26.39  -22.97    7.90    0.14    0.22    0.17    0.35
F03                     2.82    5.23    2.52   27.36  -32.90   12.26    0.12    0.21    0.14    0.27
F04                     2.50    5.13    2.35   27.11  -37.86   13.29    0.12    0.24    0.13    0.30
F05                    12.38   15.40   11.24   46.16  -15.72    4.30    0.50    0.61    0.65    0.46
F06                     9.52   14.98    8.98   45.59  -34.42   10.72    0.44    0.67    0.52    0.45
F07                     8.31   16.17    7.80   47.18  -51.49   17.84    0.41    0.75    0.41    0.44
F08                     8.24   16.02    7.71   46.98  -51.32   17.86    0.44    0.80    0.48    0.51
F09                    31.80   36.75   27.43   67.08  -12.71    4.77    1.41    1.57    1.83    0.70
F10                    29.19   37.98   25.56   68.00  -26.37    9.54    1.01    1.24    1.43    0.85
F11                    25.99   37.55   23.14   67.68  -37.75   13.40    0.70    0.93    0.95    0.54
F12                    22.06   35.58   20.58   66.20  -48.50   15.85    0.48    0.62    0.80    0.65
F13                    39.79   51.53   52.84   77.00  -28.62  -12.03    0.55    0.59    0.72    0.14
F14                    39.20   29.19   36.56   60.95   38.71  -19.78    0.56    0.50    0.97    0.31
F15                    60.83   65.50   20.90   84.74   -5.38   47.17    0.86    0.95    0.78    0.66
F16                    17.31   17.89   14.79   49.35    0.36   -0.06    0.50    0.51    0.63    0.44
F17                    32.73   25.14   14.12   57.21   33.23   15.22    0.53    0.53    0.61    0.53
F18                    35.18   48.07   22.11   74.86  -34.38   27.75    0.78    0.92    0.92    0.56
F19                    21.82   20.79   37.53   52.71    8.52  -35.32    0.74    0.68    1.31    0.55
F20                     0.40    0.65    1.12    5.87   -9.28   -9.98    0.05    0.07    0.11    0.58
F21                     0.42    0.31    0.65    2.84    4.80   -7.42    0.03    0.03    0.05    0.46
F22                     1.11    1.16    0.44   10.26   -0.28    9.31    0.05    0.06    0.03    0.24
G01                     2.56    3.10    2.84   20.42   -7.91   -2.22    0.12    0.15    0.19    0.46
G02                     2.26    3.23    3.24   20.92  -16.10   -4.27    0.12    0.17    0.23    0.43
G03                     2.16    3.59    3.51   22.26  -23.99   -3.86    0.10    0.16    0.22    0.40
G04                     1.92    3.62    3.61   22.37  -30.00   -4.30    0.10    0.17    0.22    0.34
G05                    13.01   15.75   14.17   46.64  -13.56   -3.14    0.47    0.56    0.74    0.52
G06                    10.84   16.07   15.07   47.06  -30.50   -4.71    0.53    0.75    0.91    0.57
G07                     9.13   16.27   16.11   47.31  -45.04   -6.83    0.45    0.74    0.89    0.47
G08                     8.76   15.84   15.72   46.76  -45.79   -6.85    0.46    0.77    0.90    0.50
G09                    31.98   36.54   31.63   66.92  -11.38   -2.26    1.30    1.43    1.65    0.62
G10                    29.41   37.76   33.39   67.83  -24.82   -3.35    0.91    1.09    1.46    0.66
G11                    26.25   37.54   34.74   67.67  -36.64   -5.60    0.83    1.06    1.57    0.85
G12                    22.79   35.88   35.53   66.42  -46.15   -8.89    0.50    0.55    1.34    0.83
G13                    36.98   49.17   53.13   75.56  -31.39  -14.83    0.52    0.56    0.74    0.22
G14                    34.91   24.22   33.20   56.31   44.69  -22.97    0.50    0.40    0.95    0.53
G15                    59.81   64.00   16.22   83.96   -4.48   56.10    0.94    1.09    0.66    0.59
G16                    11.72   12.05    9.92   41.30    0.66    0.10    0.35    0.36    0.47    0.49
G17                    27.50   19.25    9.29   50.98   40.40   18.92    0.37    0.37    0.37    0.42
G18                    30.17   43.21   17.05   71.69  -38.55   32.99    0.68    0.86    0.71    0.52
G19                    15.96   14.89   32.83   45.48    9.52  -41.08    0.56    0.50    1.19    0.58
G20                    11.41    5.18    0.22   27.24   59.09   42.90    0.24    0.13    0.03    0.23
G21                    11.68   19.14    2.75   50.84  -40.78   50.88    0.50    0.81    0.12    0.69
G22                     2.56    1.69   11.93   13.74   20.91  -53.66    0.13    0.09    0.54    0.53
H01                     2.68    3.13    3.63   20.55   -6.08   -7.53    0.12    0.15    0.23    0.48
H02                     2.54    3.31    4.83   21.23  -11.79  -13.40    0.14    0.18    0.33    0.52
H03                     2.45    3.58    6.15   22.23  -17.78  -18.22    0.13    0.19    0.37    0.48
H04                     2.37    3.71    7.07   22.69  -21.49  -21.44    0.14    0.20    0.44    0.50
H05                    10.88   12.64   13.64   42.21   -9.33   -9.36    0.44    0.50    0.73    0.60
H06                     9.44   12.31   17.43   41.70  -18.26  -19.58    0.40    0.48    0.95    0.65
H07                     8.62   12.59   22.44   42.12  -27.03  -29.33    0.40    0.53    1.18    0.54
H08                     8.52   12.67   24.26   42.25  -28.40  -32.53    0.43    0.56    1.30    0.68
H09                    33.20   35.95   33.79   66.47   -5.08   -6.30    1.15    1.20    1.36    0.54
H10                    32.06   36.33   38.51   66.76  -10.38  -12.41    0.95    1.01    1.47    0.67
H11                    30.45   36.05   42.18   66.55  -15.36  -17.55    0.95    1.06    1.57    0.67
H12                    29.85   36.74   45.98   67.07  -19.86  -21.32    0.86    1.04    1.30    0.42
H13                    34.42   46.81   52.90   74.07  -33.54  -17.15    0.54    0.59    0.77    0.27
H14                    30.73   19.72   29.28   51.52   50.51  -25.16    0.45    0.33    0.82    0.53
H15                    60.16   64.01   12.87   83.97   -3.67   64.74    0.86    1.02    0.48    0.45
H16                     7.34    7.52    6.21   32.96    0.86   -0.01    0.27    0.28    0.33    0.51
H17                    23.55   15.14    5.81   45.82   46.09   24.01    0.28    0.26    0.27    0.64
H18                    27.14   40.18   13.18   69.59  -41.27   39.08    0.66    0.86    0.53    0.42
H19                    11.48   10.33   28.48   38.43   11.36  -46.41    0.47    0.42    1.17    0.64
H20                    10.46    4.72    0.23   25.93   57.71   40.31    0.29    0.14    0.03    0.33
H21                     8.05   13.61    2.20   43.65  -38.65   43.13    0.37    0.61    0.11    0.53
H22                     1.81    1.14    8.80   10.13   20.22  -49.76    0.09    0.06    0.41    0.47
I01                     4.59    4.68    7.05   25.79    1.07  -16.01    0.22    0.22    0.44    0.64
I02                     4.64    4.66   10.59   25.74    1.91  -28.88    0.25    0.24    0.65    0.71
I03                     4.89    4.86   16.30   26.34    2.52  -43.44    0.24    0.23    0.87    0.76
I04                     5.16    5.16   20.72   27.18    2.22  -51.70    0.28    0.27    1.12    0.68
I05                    15.06   15.59   16.84   46.43    0.16  -10.08    0.56    0.56    0.91    0.61
I06                    15.26   15.57   22.14   46.39    1.50  -21.39    0.54    0.53    1.12    0.61
I07                    15.96   15.93   29.20   46.87    3.50  -33.03    0.56    0.53    1.27    0.45
I08                    15.47   15.33   34.03   46.07    4.14  -41.83    0.56    0.55    1.23    0.40
I09                    34.56   35.65   33.71   66.24    0.63   -6.57    1.14    1.14    1.37    0.39
I10                    34.90   35.66   38.33   66.25    1.76  -13.06    0.92    0.89    1.27    0.54
I11                    35.52   36.18   42.93   66.65    2.14  -18.33    0.91    0.89    1.04    0.38
I12                    35.49   36.29   45.13   66.74    1.67  -20.89    0.92    0.94    1.04    0.35
I13                    30.94   43.52   51.65   71.91  -36.61  -19.51    0.50    0.58    0.76    0.18
I14                    27.17   16.25   25.65   47.29   55.00  -26.33    0.41    0.28    0.77    0.53
I15                    59.36   62.38   10.45   83.11   -1.87   70.46    0.74    0.94    0.43    0.56
I16                     4.14    4.35    3.76   24.80   -0.78   -1.05    0.16    0.18    0.24    0.58
I17                    20.38   12.01    3.55   41.22   51.17   28.58    0.22    0.19    0.19    0.63
I18                    23.38   36.11   10.26   66.60  -44.29   42.63    0.60    0.83    0.47    0.44
I19                     8.00    6.81   24.64   31.37   13.88  -51.97    0.36    0.32    1.08    0.58
I20                     5.95    2.78    0.21   19.15   45.99   29.00    0.24    0.12    0.02    0.48
I21                     5.28    9.12    1.74   36.21  -35.19   34.82    0.23    0.39    0.08    0.42
I22                     1.26    0.77    6.17    6.99   18.47  -44.59    0.07    0.05    0.33    0.50
J01                     1.29    1.05    2.38    9.37    9.37  -17.56    0.08    0.06    0.19    0.55
J02                     1.66    1.11    4.91    9.87   17.42  -33.46    0.10    0.07    0.35    0.58
J03                     2.13    1.24    8.30   10.81   24.57  -46.76    0.12    0.07    0.51    0.74
J04                     2.16    1.22    9.10   10.73   25.70  -49.78    0.14    0.07    0.62    0.83
J05                     9.78    9.27   11.22   36.50    6.84  -12.29    0.41    0.39    0.68    0.69
J06                    10.66    9.17   15.65   36.30   14.53  -24.70    0.40    0.34    0.86    0.74
J07                    11.35    8.99   20.66   35.95   21.11  -36.45    0.47    0.37    1.02    0.48
J08                    11.83    8.78   24.74   35.54   26.26  -44.96    0.46    0.36    1.05    0.46
J09                    29.10   29.20   28.03   60.95    3.67   -6.83    0.92    0.89    1.27    0.46
J10                    30.69   29.59   33.00   61.30    8.18  -14.06    0.84    0.77    1.14    0.53
J11                    31.78   29.83   37.62   61.50   11.32  -20.29    0.88    0.79    1.12    0.51
J12                    32.72   30.17   40.93   61.80   13.40  -24.16    0.90    0.84    0.99    0.28
J13                    29.15   41.62   51.23   70.61  -37.75  -21.29    0.46    0.55    0.68    0.20
J14                    24.49   13.72   22.53   43.83   58.75  -26.56    0.40    0.26    0.87    0.67
J15                    57.15   59.17    7.85   81.38    0.25   76.61    0.89    1.13    0.34    0.51
J16                     1.93    2.03    1.75   15.64   -0.66   -0.75    0.08    0.09    0.12    0.40
J17                    17.11    9.14    1.81   36.26   55.70   34.19    0.18    0.13    0.11    0.64
J18                    19.54   31.31    7.44   62.77  -45.86   46.16    0.61    0.91    0.35    0.48
J19                     5.97    4.69   22.00   25.83   17.43  -56.57    0.27    0.22    1.00    0.68
J20                     3.61    1.76    0.22   14.15   37.24   20.31    0.15    0.08    0.02    0.38
J21                     2.95    5.27    1.17   27.49  -31.11   26.64    0.14    0.24    0.05    0.36
J22                     0.78    0.49    3.90    4.40   12.65  -37.13    0.05    0.03    0.21    0.72
K01                     2.40    1.98    2.71   15.39   10.66   -9.89    0.12    0.10    0.20    0.46
K02                     3.22    2.07    3.96   15.83   23.74  -17.78    0.16    0.10    0.28    0.49
K03                     3.94    2.09    5.23   15.97   34.37  -24.60    0.19    0.10    0.35    0.51
K04                     4.28    2.13    5.58   16.17   38.39  -26.00    0.18    0.09    0.34    0.55
K05                     8.08    6.66    8.01   31.01   16.14  -10.83    0.33    0.29    0.50    0.62
K06                     9.57    6.52   10.85   30.67   30.32  -21.19    0.42    0.30    0.70    0.73
K07                    11.51    6.54   14.45   30.72   44.78  -31.31    0.46    0.26    0.78    0.61
K08                    12.49    6.57   16.14   30.81   51.20  -35.37    0.47    0.25    0.71    0.49
K09                    25.58   23.93   23.55   56.01   10.85   -7.49    0.73    0.65    0.89    0.64
K10                    28.51   24.29   27.63   56.38   21.12  -14.07    0.74    0.61    0.90    0.43
K11                    31.68   24.96   33.43   57.03   30.19  -22.05    0.89    0.71    0.96    0.38
K12                    33.70   24.70   36.13   56.78   38.49  -26.37    0.85    0.64    0.88    0.40
K13                    26.37   38.58   50.54   68.44  -39.44  -24.24    0.47    0.60    0.67    0.23
K14                    21.81   11.49   19.42   40.40   61.53  -26.23    0.36    0.22    0.79    0.84
K15                    55.22   55.81    5.51   79.50    3.55   83.53    0.89    1.15    0.21    0.51
K16                     0.74    0.84    0.73    7.57   -2.61   -0.71    0.04    0.05    0.05    0.25
K17                    14.13    6.89    0.71   31.55   58.62   41.07    0.18    0.11    0.04    0.39
K18                    16.22   26.87    5.08   58.84  -46.60   50.09    0.58    0.92    0.25    0.52
K19                     4.10    2.92   17.46   19.71   20.53  -57.58    0.20    0.15    0.82    0.68
K20                     1.59    0.85    0.20    7.65   25.37    9.36    0.07    0.04    0.01    0.25
K21                     1.44    2.55    0.78   18.11  -23.89   16.54    0.08    0.13    0.04    0.32
K22                     0.42    0.31    1.97    2.83    4.86  -25.13    0.02    0.02    0.11    0.54
L01                     2.33    1.93    1.96   15.10   10.47   -3.82    0.11    0.10    0.14    0.43
L02                     3.13    2.05    2.21   15.73   22.68   -5.12    0.15    0.11    0.17    0.49
L03                     3.75    2.02    2.33   15.60   33.13   -6.37    0.16    0.09    0.18    0.55
L04                     4.06    2.01    2.46   15.53   37.96   -7.58    0.16    0.08    0.17    0.49
L05                     8.25    6.65    6.45   30.98   17.75   -4.45    0.32    0.27    0.40    0.57
L06                     9.98    6.40    6.82   30.41   34.68   -7.07    0.37    0.24    0.39    0.51
L07                    12.50    6.60    7.78   30.87   51.01  -10.18    0.40    0.21    0.35    0.47
L08                    14.39    6.79    7.91   31.33   61.22   -9.91    0.25    0.13    0.33    0.50
L09                    25.52   23.92   20.85   56.00   10.65   -2.27    0.80    0.71    0.91    0.62
L10                    28.06   23.80   21.31   55.88   21.46   -3.41    0.76    0.62    0.86    0.55
L11                    31.75   24.47   23.09   56.56   32.52   -5.69    0.76    0.59    0.82    0.63
L12                    33.24   23.93   23.46   56.02   40.14   -7.31    0.43    0.38    0.90    0.83
L13                    23.65   35.34   48.39   66.01  -40.51  -26.00    0.52    0.70    0.82    0.28
L14                    20.00   10.11   17.06   38.04   63.01  -25.05    0.34    0.19    0.71    0.84
L15                    54.00   53.82    4.21   78.35    5.44   88.51    0.91    1.15    0.13    0.55
L16                     0.14    0.17    0.19    1.51   -0.67   -0.98    0.01    0.01    0.01    0.07
L17                    11.43    5.20    0.25   27.29   59.05   42.26    0.14    0.07    0.01    0.16
L18                    12.56   21.54    3.45   53.52  -46.23   50.43    0.50    0.82    0.13    0.59
L19                     2.89    1.97   13.62   15.31   20.31  -55.69    0.14    0.09    0.62    0.69
L20                     0.43    0.29    0.20    2.62    5.90    0.77    0.02    0.01    0.01    0.15
L21                     0.34    0.59    0.40    5.31   -9.34    1.62    0.02    0.03    0.02    0.31
L22                     0.19    0.19    0.61    1.74    0.22   -8.44    0.01    0.01    0.04    0.30
Dmin                   72.22   75.48   58.45   89.61   -1.17    3.83    1.81    1.80    1.68    0.45
GS01                   62.38   65.19   52.05   84.57   -1.11    1.91    2.03    2.05    1.98    0.53
GS02                   55.17   57.10   46.66   80.23    0.28    0.55    1.76    1.80    1.70    0.70
GS03                   47.39   49.19   40.38   75.56   -0.11    0.30    1.73    1.80    1.77    0.73
GS04                   40.58   41.96   34.08   70.84    0.36    0.82    1.36    1.38    1.50    0.60
GS05                   34.47   35.49   29.07   66.11    0.88    0.38    1.35    1.38    1.65    0.54
GS06                   29.58   30.54   25.01   62.11    0.52    0.36    1.01    1.02    1.23    0.32
GS07                   25.33   26.25   21.71   58.26    0.11   -0.08    0.89    0.90    1.03    0.49
GS08                   21.55   22.27   18.23   54.31    0.37    0.35    0.67    0.65    0.87    0.49
GS09                   18.45   18.99   15.61   50.67    0.75    0.18    0.50    0.50    0.72    0.45
GS10                   15.34   15.88   12.97   46.81    0.19    0.38    0.44    0.44    0.58    0.48
GS11                   12.68   13.10   10.80   42.90    0.34    0.04    0.41    0.42    0.55    0.57
GS12                   10.28   10.59    8.79   38.88    0.52   -0.15    0.34    0.34    0.45    0.63
GS13                    8.15    8.43    7.02   34.85    0.21   -0.25    0.29    0.30    0.39    0.53
GS14                    6.24    6.46    5.46   30.53    0.13   -0.63    0.28    0.30    0.34    0.46
GS15                    4.58    4.78    4.13   26.08   -0.27   -1.15    0.20    0.21    0.27    0.45
GS16                    3.29    3.44    3.12   21.73   -0.54   -2.07    0.16    0.16    0.21    0.42
GS17                    2.23    2.36    2.12   17.27   -0.94   -1.61    0.10    0.10    0.13    0.37
GS18                    1.54    1.61    1.43   13.30   -0.42   -1.27    0.07    0.08    0.08    0.30
GS19                    0.97    1.02    0.92    9.17   -0.54   -1.27    0.05    0.05    0.05    0.25
GS20                    0.44    0.49    0.49    4.39   -0.98   -1.73    0.03    0.03    0.03    0.16
GS21                    0.23    0.26    0.29    2.36   -0.84   -1.42    0.02    0.02    0.02    0.11
GS22                    0.10    0.12    0.13    1.06   -0.39   -0.68    0.01    0.01    0.01    0.04
Dmax                    0.23    0.25    0.21    2.23   -0.33   -0.06    0.21    0.23    0.19    1.28
END_DATA
