IT8.7/1
ORIGINATOR          "Monaco Acquisition Company"
DESCRIPTOR          "IT8.7/1 Reference Data File, 4x5 Ektachrome"
CREATED             "Thursday, May 20, 2004"
MANUFACTURER        "Monaco Acquisition Company"
PROD_DATE           "2004:04"
SERIAL              "Batch Average Data"
MATERIAL            "Kodak Ektachrome Product Family"
NUMBER_OF_FIELDS          11
BEGIN_DATA_FORMAT
SAMPLE_ID           XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B   STDEV_X STDEV_Y STDEV_Z STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                      X       Y       Z       L       A       B     SD_X    SD_Y    SD_Z   SD_dE
A17                    60.24   59.01   48.13   81.29    8.06    0.67    1.60    1.75    1.66    0.57
A18                    56.31   59.97   50.41   81.81   -3.71   -1.03    1.71    1.87    1.71    0.56
A19                    54.87   55.84   53.66   79.51    2.62   -8.58    1.76    2.00    1.41    0.77
A20                    14.81   20.96   32.31   52.89  -29.23  -27.50    0.71    0.95    1.56    0.66
A21                    12.33    6.18    9.58   29.86   54.22  -18.46    0.48    0.23    0.60    0.75
A22                    31.99   30.15    2.47   61.76   10.90   72.02    1.29    1.30    0.11    0.89
B01                     2.52    2.18    1.22   16.40    8.62    6.77    0.09    0.08    0.05    0.23
B02                     3.29    2.39    0.77   17.40   18.20   15.43    0.11    0.08    0.03    0.33
B03                     3.87    2.44    0.46   17.63   26.17   21.64    0.14    0.08    0.02    0.38
B04                     4.54    2.60    0.28   18.38   32.30   26.42    0.15    0.08    0.01    0.38
B05                    10.59    9.41    5.57   36.76   12.01    9.55    0.36    0.32    0.32    0.42
B06                    12.47    9.45    3.48   36.82   25.16   21.52    0.47    0.35    0.22    0.30
B07                    15.17    9.68    2.00   37.25   40.37   33.99    0.46    0.28    0.10    0.35
B08                    16.52    9.89    1.60   37.64   46.49   38.78    0.47    0.28    0.08    0.35
B09                    29.32   28.64   22.73   60.44    6.67    1.74    1.23    1.17    1.49    0.66
B10                    31.50   29.06   20.15   60.83   13.15    7.50    1.16    1.05    1.26    0.58
B11                    33.63   29.31   17.95   61.05   19.82   12.61    1.15    1.03    1.12    0.51
B12                    37.18   30.61   15.56   62.17   26.98   20.14    0.76    0.79    0.93    0.58
B13                    51.77   56.71   55.09   80.01   -7.48   -9.25    1.41    1.62    1.22    0.59
B14                    55.13   50.68   47.24   76.47   16.38   -6.60    1.44    1.56    1.52    0.61
B15                    61.97   62.17   41.52   83.00    4.76   11.64    1.50    1.64    1.88    0.63
B16                    49.78   50.79   44.43   76.54    2.20   -3.12    1.52    1.61    1.71    0.57
B17                    52.98   49.00   36.91   75.45   15.33    4.75    1.29    1.37    1.77    0.65
B18                    49.62   54.94   41.99   78.99   -8.83    4.15    1.56    1.72    2.02    0.67
B19                    42.58   42.55   46.84   71.23    4.71  -15.18    1.69    1.89    1.61    0.91
B20                     9.76   13.74   19.87   43.85  -25.01  -21.17    0.57    0.71    1.37    0.86
B21                     7.78    4.08    6.43   23.92   43.92  -16.54    0.33    0.17    0.46    0.81
B22                    19.33   18.60    1.75   50.20    7.21   58.80    0.75    0.75    0.08    0.65
C01                     5.31    5.10    2.66   27.02    4.79   10.57    0.19    0.18    0.12    0.27
C02                     5.87    5.25    1.65   27.43    9.48   20.59    0.21    0.18    0.06    0.31
C03                     6.58    5.52    0.95   28.16   13.93   31.04    0.22    0.18    0.03    0.33
C04                     7.03    5.76    0.72   28.81   15.75   36.00    0.23    0.18    0.03    0.33
C05                    20.21   19.36   10.32   51.10    7.76   15.70    0.68    0.65    0.52    0.48
C06                    22.10   19.38    5.40   51.12   16.65   35.17    0.73    0.65    0.27    0.42
C07                    25.02   20.02    2.48   51.85   26.42   54.78    0.73    0.58    0.10    0.42
C08                    25.31   19.93    2.14   51.76   28.08   57.60    0.73    0.59    0.08    0.47
C09                    35.63   35.39   25.79   66.04    5.13    5.77    1.41    1.41    1.54    0.67
C10                    36.48   35.12   21.35   65.83    8.86   13.70    1.39    1.38    1.37    0.60
C11                    38.83   35.64   16.96   66.23   14.75   23.81    1.28    1.29    1.01    0.56
C12                    40.42   35.24   10.95   65.93   21.04   39.29    0.77    0.91    0.61    0.57
C13                    48.28   54.13   54.50   78.52  -10.42  -11.18    1.50    1.75    1.29    0.68
C14                    49.99   43.52   41.89   71.90   22.76   -7.96    1.49    1.54    1.83    0.63
C15                    60.34   60.42   35.15   82.06    4.98   18.64    1.39    1.56    1.95    0.80
C16                    36.37   37.27   33.05   67.47    1.44   -3.45    1.40    1.42    1.79    0.70
C17                    46.56   40.98   28.36   70.16   20.89    8.51    1.11    1.16    1.66    0.84
C18                    44.21   50.45   34.72   76.34  -12.48    9.40    1.52    1.70    2.10    0.91
C19                    33.86   32.99   40.17   64.13    7.28  -19.14    1.47    1.53    1.80    0.75
C20                     6.17    8.54   12.21   35.07  -20.24  -17.66    0.37    0.46    0.88    0.74
C21                     5.06    2.80    4.31   19.22   35.40  -13.98    0.23    0.12    0.31    0.67
C22                    12.32   11.91    1.28   41.06    5.84   48.50    0.50    0.50    0.06    0.60
D01                     3.27    3.44    2.06   21.71   -0.77    6.61    0.12    0.13    0.09    0.27
D02                     3.36    3.52    1.48   22.02   -0.61   13.23    0.11    0.12    0.05    0.25
D03                     3.50    3.69    1.03   22.62   -0.94   20.22    0.12    0.13    0.04    0.28
D04                     3.89    4.11    0.76   24.01   -1.07   27.01    0.14    0.14    0.03    0.23
D05                    14.69   15.36    7.91   46.11   -0.73   15.60    0.53    0.56    0.40    0.50
D06                    14.71   15.41    4.01   46.19   -0.89   34.26    0.48    0.50    0.17    0.42
D07                    14.58   15.36    1.98   46.12   -1.40   49.43    0.52    0.54    0.07    0.51
D08                    16.33   17.09    1.66   48.37   -0.87   56.64    0.54    0.56    0.06    0.50
D09                    41.78   43.29   22.25   71.74    0.13   22.11    1.64    1.79    1.36    0.68
D10                    41.68   43.13   12.12   71.63    0.28   45.61    1.54    1.75    0.68    0.67
D11                    40.18   42.12    5.74   70.94   -1.33   67.65    1.42    1.62    0.27    0.78
D12                    40.99   43.32    4.20   71.76   -2.36   77.22    1.29    1.45    0.18    0.71
D13                    45.09   51.73   53.51   77.11  -13.26  -12.56    1.54    1.83    1.41    0.71
D14                    45.44   37.53   37.34   67.66   28.44   -9.26    1.38    1.39    1.90    0.66
D15                    58.41   58.42   28.75   80.96    5.11   26.50    1.45    1.70    1.86    0.97
D16                    26.55   27.34   23.61   59.28    0.75   -1.95    1.19    1.22    1.54    0.65
D17                    40.69   34.33   20.81   65.22   24.95   13.73    0.97    1.02    1.32    0.80
D18                    38.55   45.42   27.37   73.15  -15.98   15.35    1.63    1.88    2.04    1.03
D19                    27.10   25.80   35.44   57.83    9.24  -23.56    1.15    1.12    1.70    0.57
D20                     3.58    4.95    6.61   26.57  -16.77  -12.74    0.21    0.27    0.49    0.56
D21                     2.98    1.76    2.51   14.20   26.72  -10.30    0.14    0.08    0.17    0.53
D22                     7.44    7.23    1.02   32.30    4.58   37.03    0.31    0.31    0.04    0.52
E01                     4.57    5.27    2.88   27.49   -6.57    9.61    0.17    0.21    0.13    0.28
E02                     4.45    5.58    1.89   28.31  -11.63   19.62    0.16    0.22    0.08    0.31
E03                     4.22    5.74    1.18   28.74  -16.68   28.65    0.16    0.22    0.04    0.40
E04                     4.19    5.79    1.14   28.87  -17.66   29.42    0.15    0.21    0.04    0.31
E05                    20.99   23.91   13.48   55.98   -9.53   14.81    0.85    0.99    0.78    0.61
E06                    19.16   23.77    8.03   55.85  -17.93   31.90    0.77    1.01    0.43    0.59
E07                    17.54   24.00    4.19   56.07  -27.39   50.22    0.73    1.04    0.17    0.81
E08                    16.30   23.72    3.24   55.80  -33.03   55.85    0.64    0.93    0.12    0.84
E09                    40.50   43.94   30.61   72.17   -5.66    8.37    1.58    1.79    1.72    0.65
E10                    37.38   42.89   22.66   71.47  -12.49   20.85    1.42    1.70    1.29    0.64
E11                    35.41   43.13   17.52   71.63  -19.71   31.82    1.33    1.66    1.01    0.64
E12                    33.60   43.59   12.02   71.94  -27.24   46.42    1.06    1.33    0.61    0.54
E13                    41.65   49.23   53.44   75.58  -16.82  -15.12    1.39    1.73    1.34    0.72
E14                    41.04   32.33   33.09   63.60   32.95  -10.17    1.23    1.17    1.97    0.71
E15                    56.34   56.18   23.12   79.71    5.46   34.21    1.31    1.61    1.52    0.92
E16                    19.31   19.87   17.28   51.67    0.78   -2.04    0.88    0.90    1.15    0.68
E17                    35.37   28.25   14.87   60.11   29.83   18.32    0.80    0.84    1.00    0.73
E18                    33.44   40.65   21.98   69.91  -19.09   19.53    1.48    1.81    1.67    0.86
E19                    21.74   20.18   31.14   52.03   11.05  -27.19    0.99    0.92    1.68    0.64
E20                     1.83    2.42    2.92   17.55  -11.25   -7.80    0.10    0.13    0.21    0.43
E21                     1.43    0.93    1.27    8.42   17.61   -7.60    0.06    0.04    0.08    0.37
E22                     3.41    3.35    0.71   21.40    2.84   23.53    0.15    0.15    0.03    0.39
F01                     2.95    3.69    2.56   22.63  -10.22    3.80    0.10    0.14    0.11    0.24
F02                     2.63    4.05    2.26   23.83  -21.10    8.42    0.10    0.16    0.10    0.31
F03                     2.40    4.37    1.99   24.85  -30.19   12.67    0.10    0.17    0.08    0.37
F04                     2.11    4.23    1.81   24.41  -34.42   13.69    0.09    0.17    0.07    0.36
F05                    10.60   12.60    9.81   42.14  -11.13    1.92    0.41    0.47    0.49    0.44
F06                     8.75   12.18    8.28   41.48  -23.16    6.19    0.39    0.53    0.44    0.45
F07                     7.66   12.45    7.40   41.91  -34.72   10.36    0.34    0.55    0.35    0.45
F08                     7.29   13.55    6.43   43.57  -45.37   17.29    0.32    0.58    0.29    0.61
F09                    26.13   29.76   23.67   61.43  -10.26    1.64    1.07    1.27    1.22    0.59
F10                    23.06   29.48   21.10   61.19  -22.39    6.19    0.97    1.27    1.03    0.65
F11                    21.00   30.38   19.17   61.97  -35.29   11.52    0.92    1.31    0.97    0.62
F12                    18.68   30.29   17.62   61.89  -46.49   14.80    0.69    1.03    0.90    0.59
F13                    38.78   47.02   53.30   74.19  -19.72  -17.36    1.27    1.67    1.23    0.76
F14                    37.20   27.84   29.66   59.74   37.50  -11.57    1.03    0.96    1.66    0.60
F15                    53.66   52.88   18.36   77.79    6.98   40.58    1.15    1.48    1.03    0.78
F16                    13.66   14.02   12.09   44.24    0.93   -1.51    0.58    0.61    0.74    0.55
F17                    31.32   23.65   11.10   55.73   34.51   21.25    0.63    0.65    0.62    0.60
F18                    29.37   36.80   17.47   67.11  -21.85   24.16    1.26    1.63    1.17    0.80
F19                    17.35   15.53   27.57   46.34   13.51  -31.26    0.83    0.75    1.50    0.62
F20                     0.73    0.95    1.01    8.58   -7.52   -3.74    0.04    0.06    0.07    0.34
F21                     0.61    0.44    0.55    4.02    7.41   -3.52    0.03    0.02    0.03    0.24
F22                     1.19    1.19    0.35   10.46    1.61   11.35    0.05    0.06    0.02    0.29
G01                     2.00    2.48    2.18   17.81   -8.44   -1.25    0.06    0.07    0.08    0.21
G02                     1.82    2.59    2.33   18.31  -14.82   -1.74    0.06    0.08    0.10    0.24
G03                     1.74    2.92    2.63   19.71  -22.76   -1.79    0.06    0.10    0.12    0.35
G04                     1.37    2.71    2.69   18.83  -29.10   -3.83    0.06    0.10    0.13    0.40
G05                    11.20   13.07   12.24   42.85   -9.74   -4.35    0.43    0.47    0.65    0.65
G06                     9.80   13.02   12.88   42.79  -20.10   -6.31    0.38    0.47    0.63    0.57
G07                     8.61   13.06   13.51   42.85  -30.17   -7.93    0.32    0.46    0.62    0.57
G08                     7.98   13.69   13.93   43.77  -39.78   -7.46    0.29    0.47    0.61    0.65
G09                    26.52   30.03   27.72   61.67   -9.64   -5.09    0.98    1.13    1.28    0.77
G10                    23.98   30.38   29.36   61.97  -21.70   -7.26    0.88    1.13    1.20    0.74
G11                    22.36   31.72   31.20   63.10  -33.80   -8.20    0.81    1.13    1.23    0.74
G12                    20.75   31.93   32.02   63.28  -42.14   -9.15    0.71    1.00    1.33    0.63
G13                    35.37   44.15   52.38   72.32  -22.78  -19.60    0.96    1.32    0.97    0.73
G14                    33.78   23.86   26.88   55.94   42.39  -13.54    0.71    0.62    1.26    0.55
G15                    52.45   51.46   15.04   76.95    7.50   46.89    0.94    1.23    0.66    0.59
G16                     9.27    9.56    8.28   37.03    0.45   -1.50    0.34    0.35    0.41    0.38
G17                    27.33   19.27    7.55   51.00   39.64   25.40    0.46    0.44    0.35    0.41
G18                    26.08   33.91   13.89   64.87  -25.27   29.06    1.00    1.33    0.75    0.62
G19                    13.57   11.73   24.31   40.77   15.29  -35.17    0.56    0.49    1.09    0.42
G20                     7.59    3.50    0.16   21.93   50.74   34.75    0.24    0.11    0.01    0.48
G21                     8.89   13.99    2.27   44.20  -33.66   43.48    0.40    0.62    0.09    0.74
G22                     1.66    1.01    7.78    9.09   21.02  -47.73    0.09    0.05    0.43    0.55
H01                     2.09    2.47    2.62   17.77   -6.21   -5.09    0.07    0.07    0.11    0.27
H02                     2.09    2.74    3.96   18.96  -11.30  -12.36    0.07    0.09    0.18    0.39
H03                     2.01    2.90    5.07   19.63  -16.07  -17.46    0.07    0.09    0.25    0.55
H04                     1.86    2.92    5.86   19.70  -19.83  -21.25    0.08    0.11    0.33    0.66
H05                     9.01   10.36   12.35   38.47   -7.92  -12.22    0.35    0.37    0.70    0.76
H06                     7.96   10.25   15.67   38.29  -16.31  -21.34    0.30    0.35    0.79    0.78
H07                     7.41   10.67   20.08   39.01  -24.55  -30.00    0.26    0.34    0.85    0.84
H08                     7.43   10.84   21.24   39.31  -25.68  -31.84    0.26    0.34    0.93    0.89
H09                    28.39   30.44   30.78   62.02   -3.73   -9.40    0.98    1.05    1.42    0.95
H10                    26.58   29.77   34.65   61.45   -8.44  -16.22    0.90    1.03    1.24    0.81
H11                    25.62   29.79   38.01   61.46  -12.48  -20.88    0.83    0.98    1.22    0.70
H12                    24.76   31.13   47.20   62.61  -21.06  -30.48    0.72    1.03    0.87    0.84
H13                    33.04   42.49   52.46   71.20  -26.02  -21.61    0.90    1.25    0.85    0.73
H14                    30.44   20.15   24.12   52.01   47.31  -15.45    0.52    0.42    1.01    0.54
H15                    51.64   50.54   11.77   76.39    7.78   54.83    0.85    1.13    0.49    0.58
H16                     6.07    6.30    5.23   30.16   -0.11   -0.13    0.20    0.20    0.20    0.33
H17                    23.90   15.74    4.93   46.63   44.16   29.82    0.33    0.26    0.17    0.28
H18                    23.35   31.34   10.77   62.78  -27.94   34.41    0.78    1.05    0.46    0.56
H19                    10.17    8.31   21.42   34.62   18.00  -40.28    0.40    0.32    0.89    0.43
H20                     5.31    2.56    0.17   18.17   42.91   28.06    0.17    0.08    0.01    0.40
H21                     6.37    9.86    1.75   37.57  -28.87   37.04    0.24    0.37    0.07    0.54
H22                     1.21    0.76    5.36    6.87   17.50  -40.96    0.05    0.03    0.22    0.40
I01                     3.77    3.90    6.05   23.32    0.21  -15.90    0.13    0.12    0.27    0.48
I02                     3.94    3.96    9.72   23.52    1.86  -29.88    0.14    0.13    0.51    0.76
I03                     4.21    4.05   15.02   23.82    4.44  -44.66    0.17    0.14    0.75    0.89
I04                     4.65    4.41   19.16   24.98    5.32  -52.23    0.19    0.15    0.87    0.94
I05                    12.72   13.02   15.23   42.79    1.09  -12.45    0.46    0.45    0.90    0.93
I06                    12.69   12.91   19.91   42.61    1.66  -23.41    0.47    0.44    1.12    1.00
I07                    13.04   12.97   26.08   42.71    3.55  -34.98    0.44    0.42    1.09    0.80
I08                    13.59   13.21   33.43   43.07    5.58  -46.13    0.39    0.40    0.88    0.46
I09                    29.42   30.12   31.21   61.75    1.44  -10.54    0.91    0.92    1.28    0.90
I10                    29.22   29.69   34.88   61.38    2.29  -16.66    0.81    0.82    1.15    0.75
I11                    29.22   29.43   38.55   61.15    3.27  -22.14    0.87    0.89    1.10    0.58
I12                    29.45   29.58   41.71   61.28    3.57  -26.05    0.81    0.87    1.00    0.53
I13                    30.72   40.64   52.32   69.91  -28.85  -23.68    0.80    1.12    0.74    0.62
I14                    27.17   16.83   21.28   48.04   51.76  -16.85    0.42    0.32    0.80    0.52
I15                    50.69   49.28    8.82   75.62    8.60   63.09    0.77    1.02    0.35    0.49
I16                     3.20    3.38    2.79   21.51   -0.97   -0.02    0.11    0.11    0.11    0.32
I17                    19.82   12.02    2.78   41.25   48.31   34.09    0.33    0.23    0.09    0.22
I18                    20.06   28.11    8.17   59.98  -31.28   38.50    0.63    0.87    0.33    0.49
I19                     7.41    5.66   18.56   28.53   20.62  -44.84    0.29    0.22    0.71    0.39
I20                     3.74    1.93    0.19   15.10   35.12   22.39    0.14    0.07    0.01    0.43
I21                     4.38    6.59    1.33   30.86  -23.65   30.30    0.15    0.21    0.05    0.36
I22                     0.92    0.60    3.64    5.43   13.66  -33.73    0.03    0.02    0.13    0.38
J01                     0.88    0.80    1.28    7.23    4.14   -9.81    0.06    0.06    0.07    0.27
J02                     1.10    0.87    2.50    7.87    9.47  -21.17    0.05    0.04    0.10    0.46
J03                     1.36    0.92    4.06    8.30   15.99  -31.38    0.05    0.03    0.19    0.66
J04                     1.54    0.92    5.60    8.34   20.88  -39.59    0.06    0.03    0.30    0.90
J05                     7.99    7.60    9.83   33.14    6.21  -13.64    0.28    0.26    0.60    0.83
J06                     8.84    7.65   14.19   33.23   13.18  -26.27    0.32    0.27    0.85    0.90
J07                     9.54    7.40   19.14   32.70   21.32  -38.89    0.31    0.24    0.88    0.74
J08                    10.25    7.42   23.98   32.74   26.76  -48.42    0.30    0.22    0.75    0.48
J09                    24.68   24.51   25.43   56.59    4.55   -9.89    0.79    0.75    1.21    0.88
J10                    25.23   24.35   29.26   56.43    7.60  -16.65    0.81    0.77    1.27    0.82
J11                    26.20   24.42   33.40   56.50   11.34  -22.91    0.78    0.71    1.20    0.65
J12                    27.65   24.62   39.07   56.69   16.34  -30.53    0.75    0.68    1.04    0.41
J13                    27.37   37.63   50.95   67.74  -32.37  -25.91    0.71    1.03    0.80    0.57
J14                    24.03   13.77   18.85   43.90   56.44  -18.96    0.38    0.27    0.67    0.50
J15                    49.54   47.57    6.03   74.55   10.15   72.54    0.81    1.05    0.23    0.52
J16                     1.53    1.60    1.33   13.23   -0.34   -0.08    0.06    0.06    0.06    0.22
J17                    16.98    9.40    1.49   36.74   52.94   38.41    0.32    0.21    0.05    0.23
J18                    17.06   25.02    5.77   57.08  -34.35   43.64    0.57    0.83    0.21    0.60
J19                     4.84    3.40   15.63   21.59   22.42  -50.03    0.17    0.12    0.57    0.43
J20                     2.36    1.31    0.18   11.35   27.29   16.10    0.09    0.05    0.01    0.35
J21                     2.93    4.25    1.02   24.47  -18.52   23.62    0.10    0.14    0.04    0.25
J22                     0.63    0.43    2.09    3.90    8.43  -24.40    0.02    0.01    0.08    0.34
K01                     1.78    1.48    2.00   12.48    9.38   -8.79    0.13    0.10    0.10    0.40
K02                     2.45    1.59    3.21   13.15   21.31  -17.46    0.14    0.09    0.14    0.49
K03                     3.05    1.60    4.31   13.20   32.19  -24.41    0.13    0.07    0.19    0.62
K04                     3.41    1.70    4.98   13.83   35.56  -27.01    0.13    0.07    0.25    0.70
K05                     6.43    5.35    7.00   27.71   14.35  -12.48    0.23    0.17    0.37    0.61
K06                     7.98    5.33    9.72   27.66   29.67  -22.72    0.26    0.16    0.56    0.79
K07                     9.94    5.59   13.56   28.34   43.26  -33.08    0.32    0.16    0.61    0.80
K08                    10.65    5.46   14.88   27.99   50.24  -37.13    0.37    0.18    0.58    0.57
K09                    21.15   19.75   20.79   51.55   10.37   -9.83    0.72    0.64    1.02    0.80
K10                    23.26   19.82   24.64   51.62   19.75  -17.05    0.78    0.63    1.17    0.86
K11                    26.36   20.29   29.34   52.16   30.67  -24.13    0.81    0.62    1.18    0.70
K12                    29.73   20.99   34.33   52.93   40.64  -30.43    0.79    0.58    0.99    0.39
K13                    25.29   35.76   50.64   66.33  -34.85  -28.00    0.63    0.93    0.79    0.53
K14                    20.94   11.01   16.12   39.59   60.91  -20.19    0.33    0.20    0.61    0.51
K15                    49.14   46.78    4.24   74.05   11.24   80.89    0.81    1.04    0.15    0.55
K16                     0.62    0.67    0.55    6.08   -1.16    0.06    0.03    0.03    0.03    0.12
K17                    14.27    7.08    0.64   31.98   57.68   43.04    0.22    0.13    0.02    0.27
K18                    14.23   22.06    3.95   54.09  -37.87   48.24    0.46    0.72    0.15    0.58
K19                     3.30    2.10   13.16   16.02   24.24  -53.25    0.12    0.06    0.49    0.45
K20                     1.68    0.93    0.14    8.40   24.44   11.84    0.06    0.04    0.01    0.31
K21                     1.65    2.25    0.67   16.74  -12.24   16.20    0.06    0.08    0.02    0.27
K22                     0.40    0.31    1.22    2.76    4.28  -16.78    0.02    0.01    0.06    0.35
L01                     1.69    1.41    1.33   12.01    9.03   -2.15    0.14    0.11    0.09    0.36
L02                     2.25    1.47    1.64   12.39   20.42   -5.19    0.17    0.12    0.11    0.45
L03                     2.85    1.53    1.84   12.77   30.47   -6.71    0.17    0.10    0.10    0.52
L04                     3.26    1.62    1.95   13.32   35.32   -6.88    0.15    0.07    0.09    0.49
L05                     6.43    5.22    5.21   27.35   15.94   -4.87    0.24    0.17    0.24    0.48
L06                     8.22    5.22    5.97   27.35   33.16   -8.58    0.30    0.17    0.31    0.66
L07                    10.58    5.56    6.68   28.27   48.53  -10.18    0.42    0.21    0.32    0.75
L08                    13.08    6.16    7.30   29.80   59.46  -10.14    0.38    0.18    0.33    0.68
L09                    21.26   19.86   18.57   51.67   10.35   -4.95    0.83    0.73    0.91    0.83
L10                    23.97   19.95   19.35   51.77   22.23   -6.45    0.80    0.64    1.01    0.93
L11                    26.63   20.16   20.23   52.01   32.43   -7.86    0.75    0.55    0.95    0.85
L12                    30.71   21.22   21.16   53.18   43.24   -7.75    0.59    0.47    1.06    0.92
L13                    23.59   33.92   50.15   64.89  -35.97  -29.93    0.59    0.90    0.74    0.61
L14                    17.77    8.57   13.58   35.14   64.14  -21.40    0.27    0.14    0.52    0.50
L15                    49.89   47.46    3.36   74.48   11.42   87.21    0.78    1.00    0.10    0.61
L16                     0.09    0.10    0.09    0.87   -0.21   -0.22    0.01    0.01    0.01    0.03
L17                    10.84    4.84    0.15   26.29   59.08   42.41    0.11    0.06    0.01    0.17
L18                    12.48   20.13    2.93   51.97  -40.07   51.46    0.40    0.66    0.11    0.62
L19                     2.20    1.27   10.93   11.06   25.08  -55.27    0.09    0.04    0.44    0.47
L20                     0.56    0.37    0.13    3.38    8.08    3.38    0.02    0.01    0.01    0.20
L21                     0.69    0.91    0.39    8.24   -7.66    6.86    0.03    0.03    0.02    0.26
L22                     0.19    0.18    0.53    1.66    0.70   -7.12    0.01    0.01    0.02    0.19
Dmin                   67.97   68.18   57.81   86.09    4.93   -1.59    2.16    2.28    1.81    0.70
GS01                   55.91   57.26   49.71   80.31    1.74   -2.82    2.20    2.31    2.10    1.02
GS02                   46.93   48.30   43.52   75.00    0.99   -4.65    1.97    2.05    2.19    1.11
GS03                   40.31   41.60   37.72   70.58    0.61   -4.74    1.71    1.77    1.95    1.11
GS04                   34.40   35.29   32.60   65.96    1.30   -5.39    1.44    1.46    1.66    1.10
GS05                   29.58   30.49   27.57   62.06    0.67   -4.14    1.25    1.26    1.51    1.16
GS06                   25.02   25.87   23.29   57.90    0.31   -3.73    1.00    1.00    1.24    0.97
GS07                   21.45   22.15   19.78   54.18    0.41   -3.21    0.79    0.77    0.92    0.77
GS08                   18.16   18.79   16.82   50.43    0.22   -3.13    0.67    0.64    0.84    0.77
GS09                   15.09   15.61   13.87   46.45    0.21   -2.68    0.53    0.50    0.65    0.63
GS10                   12.65   13.09   11.70   42.90    0.16   -2.71    0.38    0.36    0.53    0.57
GS11                   10.19   10.67    9.43   39.01   -0.76   -2.19    0.30    0.28    0.39    0.40
GS12                    8.26    8.63    7.54   35.27   -0.60   -1.67    0.24    0.23    0.31    0.34
GS13                    6.63    6.95    5.86   31.68   -0.74   -0.61    0.21    0.20    0.25    0.30
GS14                    5.11    5.39    4.66   27.81   -1.11   -1.16    0.15    0.15    0.19    0.26
GS15                    3.62    3.83    3.36   23.10   -1.15   -1.37    0.12    0.12    0.14    0.28
GS16                    2.65    2.84    2.34   19.37   -1.48   -0.04    0.08    0.08    0.09    0.24
GS17                    1.82    1.91    1.62   15.02   -0.54   -0.48    0.05    0.05    0.06    0.21
GS18                    1.23    1.31    1.14   11.37   -1.04   -0.74    0.04    0.03    0.05    0.19
GS19                    0.82    0.87    0.73    7.86   -0.87   -0.17    0.03    0.03    0.03    0.15
GS20                    0.36    0.41    0.40    3.74   -1.54   -1.01    0.01    0.01    0.02    0.10
GS21                    0.19    0.23    0.24    2.05   -1.16   -1.03    0.01    0.01    0.01    0.07
GS22                    0.10    0.12    0.13    1.05   -0.41   -0.56    0.00    0.00    0.01    0.05
Dmax                    0.09    0.09    0.08    0.84   -0.17   -0.11    0.00    0.00    0.00    0.04
END_DATA
