IT8.7/1
ORIGINATOR          "Monaco Acquisition Company"
DESCRIPTOR          "IT8.7/1 Reference Data File, 4x5 Ektachrome"
CREATED             "Thursday, July 29, 2004"
MANUFACTURER        "Monaco Acquisition Company"
PROD_DATE           "2004:06"
SERIAL              "Batch Average Data"
MATERIAL            "Kodak Ektachrome Product Family"
NUMBER_OF_FIELDS          11
BEGIN_DATA_FORMAT
SAMPLE_ID           XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B   STDEV_X STDEV_Y STDEV_Z STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                      X       Y       Z       L       A       B     SD_X    SD_Y    SD_Z   SD_dE
H21                     7.52   11.70    2.16   40.73  -30.96   38.43    0.26    0.39    0.07    0.42
H22                     1.48    0.90    6.56    8.09   20.40  -44.45    0.06    0.03    0.24    0.39
I01                     4.56    4.68    7.39   25.79    0.61  -17.39    0.16    0.15    0.35    0.46
I02                     4.63    4.68   11.05   25.80    1.54  -30.22    0.17    0.15    0.54    0.59
I03                     4.90    4.94   16.68   26.56    1.76  -43.96    0.20    0.17    0.77    0.67
I04                     5.33    5.40   21.35   27.84    1.45  -51.84    0.19    0.16    0.84    0.65
I05                    15.01   15.58   17.63   46.41   -0.04  -11.92    0.41    0.38    0.73    0.56
I06                    15.03   15.40   22.30   46.17    1.07  -22.07    0.44    0.38    0.93    0.59
I07                    15.45   15.53   28.99   46.34    2.82  -33.60    0.51    0.47    1.11    0.46
I08                    15.79   15.67   36.48   46.53    4.00  -44.53    0.44    0.44    0.92    0.39
I09                    33.10   33.98   34.27   64.94    1.17   -9.64    0.91    0.88    1.11    0.43
I10                    32.79   33.32   37.94   64.41    2.38  -15.70    0.89    0.87    1.18    0.51
I11                    33.00   33.39   42.20   64.47    2.86  -21.18    0.85    0.85    1.03    0.48
I12                    32.95   33.36   45.37   64.45    2.79  -25.13    0.90    0.95    1.00    0.56
I13                    32.43   43.18   53.59   71.68  -30.19  -22.02    0.72    0.95    0.83    0.45
I14                    29.78   19.05   24.82   50.74   50.29  -18.89    0.66    0.49    1.12    0.64
I15                    55.16   55.20   10.59   79.15    4.93   63.19    0.92    1.17    0.49    0.51
I16                     4.05    4.30    4.02   24.63   -1.33   -2.98    0.17    0.18    0.23    0.24
I17                    22.08   13.79    4.04   43.92   47.60   30.17    0.39    0.29    0.19    0.28
I18                    23.04   32.36   10.50   63.63  -32.99   36.71    0.80    1.08    0.49    0.46
I19                     8.58    6.77   21.09   31.27   19.43  -45.39    0.40    0.30    1.01    0.52
I20                     4.37    2.29    0.25   16.94   36.28   24.58    0.16    0.08    0.01    0.46
I21                     5.08    7.87    1.64   33.70  -26.89   31.50    0.19    0.29    0.06    0.43
I22                     1.07    0.68    4.53    6.16   16.00  -37.77    0.04    0.02    0.16    0.42
J01                     1.19    1.09    1.99    9.74    4.60  -13.36    0.04    0.04    0.10    0.32
J02                     1.41    1.10    3.41    9.83   10.92  -24.58    0.06    0.04    0.20    0.54
J03                     1.64    1.11    4.87    9.88   16.98  -33.21    0.07    0.04    0.28    0.64
J04                     1.93    1.20    6.87   10.52   21.35  -41.57    0.09    0.04    0.38    0.71
J05                     9.81    9.39   11.89   36.73    6.09  -13.90    0.29    0.26    0.55    0.56
J06                    10.78    9.40   16.42   36.74   13.54  -25.79    0.31    0.24    0.69    0.63
J07                    11.59    9.27   21.85   36.49   20.49  -37.91    0.35    0.25    0.85    0.54
J08                    12.26    9.10   27.14   36.17   26.56  -48.09    0.35    0.25    0.87    0.48
J09                    28.33   28.49   28.47   60.32    3.41   -8.65    0.83    0.79    1.07    0.52
J10                    28.98   28.02   32.79   59.90    7.72  -16.14    0.83    0.75    1.14    0.51
J11                    30.19   28.35   37.40   60.19   11.06  -22.24    0.79    0.70    1.05    0.45
J12                    31.48   28.58   43.08   60.40   14.94  -29.30    0.77    0.71    0.91    0.47
J13                    29.41   40.49   52.82   69.82  -33.35  -24.40    0.62    0.81    0.81    0.41
J14                    26.32   15.53   21.64   46.35   55.58  -20.47    0.48    0.32    0.90    0.57
J15                    53.46   52.74    7.33   77.72    6.80   72.37    0.87    1.11    0.31    0.41
J16                     1.97    2.10    1.96   16.00   -1.30   -2.34    0.08    0.08    0.11    0.26
J17                    18.80   10.70    2.18   39.07   52.55   35.41    0.31    0.21    0.10    0.23
J18                    19.11   28.43    7.38   60.27  -37.25   42.06    0.65    0.93    0.33    0.49
J19                     5.71    4.11   17.56   24.04   22.28  -50.35    0.27    0.18    0.86    0.54
J20                     2.73    1.54    0.22   12.83   28.05   17.89    0.11    0.06    0.01    0.43
J21                     3.34    4.96    1.18   26.62  -20.74   24.93    0.13    0.19    0.04    0.36
J22                     0.81    0.53    2.89    4.83   11.95  -29.53    0.03    0.02    0.11    0.45
K01                     2.31    1.95    2.97   15.20    9.64  -12.23    0.08    0.06    0.14    0.37
K02                     3.13    2.05    4.24   15.73   22.72  -19.64    0.11    0.07    0.21    0.47
K03                     3.97    2.10    5.52   16.02   34.63  -25.93    0.14    0.07    0.28    0.51
K04                     4.23    2.10    5.95   16.01   38.30  -28.05    0.15    0.07    0.31    0.55
K05                     8.04    6.76    8.67   31.24   14.81  -12.89    0.25    0.19    0.39    0.49
K06                     9.65    6.60   11.60   30.88   30.09  -23.14    0.28    0.18    0.51    0.59
K07                    11.48    6.55   15.38   30.75   44.42  -33.61    0.35    0.18    0.65    0.57
K08                    12.92    6.67   17.56   31.05   53.02  -38.26    0.37    0.18    0.64    0.54
K09                    24.88   23.32   23.85   55.39   10.58   -9.12    0.73    0.64    0.97    0.51
K10                    26.54   22.90   27.09   54.96   19.36  -15.59    0.77    0.61    1.03    0.56
K11                    29.92   23.68   32.88   55.77   29.17  -23.42    0.80    0.60    1.05    0.51
K12                    33.49   24.27   37.99   56.35   39.58  -29.67    0.86    0.66    0.92    0.48
K13                    26.97   38.16   52.20   68.13  -35.66  -26.62    0.56    0.77    0.76    0.38
K14                    22.79   12.30   18.39   41.68   60.50  -21.77    0.38    0.22    0.81    0.67
K15                    53.45   52.52    5.15   77.59    7.33   82.05    0.87    1.11    0.20    0.43
K16                     0.77    0.84    0.77    7.62   -1.70   -1.34    0.03    0.03    0.04    0.18
K17                    15.40    7.82    0.93   33.60   57.48   40.72    0.20    0.11    0.04    0.21
K18                    15.55   24.79    4.97   56.86  -41.91   47.22    0.52    0.80    0.21    0.51
K19                     3.83    2.52   15.13   18.01   24.02  -54.96    0.17    0.10    0.71    0.62
K20                     1.65    0.87    0.14    7.89   25.84   10.98    0.06    0.03    0.01    0.39
K21                     2.00    2.81    0.86   19.24  -14.65   17.16    0.07    0.10    0.03    0.22
K22                     0.51    0.37    1.69    3.33    6.15  -21.42    0.02    0.01    0.06    0.32
L01                     2.20    1.86    2.06   14.71    9.51   -5.49    0.07    0.06    0.10    0.29
L02                     2.96    1.99    2.50   15.40   21.08   -8.16    0.11    0.07    0.13    0.40
L03                     3.70    2.03    2.68   15.64   32.32   -9.20    0.12    0.07    0.15    0.45
L04                     4.03    2.00    2.71   15.49   37.77   -9.78    0.13    0.06    0.16    0.44
L05                     8.30    6.76    6.88   31.26   17.05   -5.86    0.26    0.20    0.33    0.46
L06                     9.92    6.44    7.48   30.50   33.85   -9.64    0.28    0.17    0.33    0.45
L07                    12.49    6.65    8.30   30.98   50.47  -11.99    0.34    0.17    0.34    0.45
L08                    14.80    7.03    8.66   31.88   61.31  -11.78    0.31    0.15    0.35    0.46
L09                    24.92   23.44   21.25   55.52   10.22   -3.91    0.77    0.68    0.91    0.58
L10                    27.14   23.30   21.95   55.38   20.00   -5.52    0.86    0.69    0.93    0.57
L11                    30.58   23.72   23.51   55.80   31.46   -7.77    0.84    0.63    0.97    0.58
L12                    34.13   24.60   24.53   56.68   40.43   -8.15    0.60    0.50    0.91    0.56
L13                    24.84   35.86   51.41   66.41  -37.06  -28.72    0.51    0.73    0.72    0.38
L14                    19.59    9.60   16.28   37.12   64.96  -24.81    0.31    0.16    0.67    0.64
L15                    53.38   52.11    3.92   77.34    8.20   88.53    0.87    1.09    0.14    0.50
L16                     0.08    0.09    0.09    0.82   -0.20   -0.33    0.00    0.00    0.01    0.03
L17                    11.07    4.93    0.17   26.55   59.61   42.48    0.11    0.05    0.01    0.15
L18                    13.58   22.24    3.48   54.28  -42.78   51.56    0.42    0.68    0.13    0.49
L19                     2.51    1.50   12.36   12.59   24.95  -56.91    0.12    0.06    0.58    0.64
L20                     0.60    0.40    0.13    3.61    8.79    3.79    0.02    0.02    0.01    0.21
L21                     0.83    1.13    0.49   10.03   -9.92    8.01    0.03    0.04    0.02    0.18
L22                     0.21    0.19    0.68    1.76    0.91   -9.79    0.01    0.01    0.03    0.17
Dmin                   70.92   71.57   58.14   87.75    4.09    0.94    1.65    1.72    1.51    0.33
GS01                   57.94   60.34   52.66   82.01   -0.58   -3.17    1.59    1.67    1.59    0.41
GS02                   50.62   52.39   46.08   77.51    0.28   -3.45    1.28    1.30    1.55    0.47
GS03                   44.22   45.89   40.11   73.47   -0.08   -2.96    1.24    1.23    1.56    0.56
GS04                   38.00   39.36   34.50   69.00    0.16   -2.96    1.14    1.13    1.42    0.59
GS05                   33.11   34.27   30.16   65.17    0.24   -3.02    0.94    0.92    1.11    0.46
GS06                   28.56   29.56   25.80   61.27    0.23   -2.49    0.84    0.82    1.00    0.51
GS07                   24.71   25.66   22.17   57.71   -0.16   -1.94    0.71    0.68    0.93    0.55
GS08                   21.21   21.98   18.97   54.00    0.09   -1.81    0.59    0.57    0.80    0.55
GS09                   17.94   18.54   16.13   50.14    0.34   -2.01    0.54    0.52    0.72    0.53
GS10                   15.03   15.61   13.64   46.46   -0.17   -2.06    0.44    0.44    0.58    0.52
GS11                   12.57   13.13   11.57   42.96   -0.65   -2.21    0.38    0.39    0.51    0.45
GS12                   10.22   10.66    9.52   39.00   -0.48   -2.51    0.30    0.31    0.39    0.42
GS13                    8.03    8.40    7.46   34.80   -0.64   -2.13    0.23    0.23    0.31    0.39
GS14                    6.19    6.54    6.03   30.73   -1.23   -3.02    0.19    0.19    0.27    0.43
GS15                    4.56    4.86    4.73   26.33   -1.70   -4.09    0.15    0.15    0.23    0.39
GS16                    3.33    3.59    3.46   22.26   -2.16   -3.46    0.11    0.12    0.17    0.33
GS17                    2.30    2.47    2.42   17.78   -1.61   -3.39    0.07    0.08    0.11    0.28
GS18                    1.58    1.70    1.66   13.85   -1.70   -2.89    0.05    0.05    0.07    0.22
GS19                    1.01    1.09    1.04    9.69   -1.44   -2.30    0.03    0.04    0.05    0.16
GS20                    0.48    0.55    0.55    4.99   -1.99   -1.78    0.02    0.02    0.02    0.11
GS21                    0.24    0.29    0.32    2.62   -1.45   -1.47    0.01    0.01    0.01    0.08
GS22                    0.11    0.13    0.15    1.15   -0.50   -0.82    0.01    0.01    0.01    0.04
Dmax                    0.08    0.09    0.08    0.81   -0.11   -0.08    0.01    0.01    0.00    0.03
END_DATA
